Epoch,Epoch Training Loss,Epoch Validation Loss
1,0.6528560831433251,0.5986238574159557
2,0.5817684329691387,0.5340961043176979
3,0.520705988407135,0.4800912802931906
4,0.4651858617578234,0.4631937159889046
5,0.41423134962717695,0.4336168195666938
6,0.36950916897682917,0.39621790044609156
7,0.3464535057260877,0.42117755697376424
8,0.32051463234992256,0.36379967141768027
9,0.30049028830868857,0.37221160154233035
10,0.2836874939997991,0.3699141679138973
11,0.26664107691674005,0.3490363743969764
12,0.25428107619285584,0.36450776774650334
13,0.24024304012457529,0.30970900480089514
14,0.2307129122529711,0.33021423434731606
15,0.22365942620095752,0.3273184510140583
16,0.21343428515252613,0.32931446755069427
17,0.2066552718480428,0.32059465639892665
18,0.19887728469712393,0.3173249523187506
19,0.1949379566453752,0.34096419477257234
20,0.19082462742215112,0.31993554712369526
21,0.18637798814546494,0.3049386603565052
22,0.18079441897925877,0.32097326420333194
23,0.17711628424269812,0.2605281748819625
24,0.17618425509759358,0.2710467352606784
25,0.16943245605343865,0.26711437328793536
26,0.16785115435009912,0.276671538193678
27,0.1649309033439273,0.3010986349277798
28,0.16195626674663452,0.2817277132437147
29,0.1608046128352483,0.34296659898312615
30,0.15792363839490073,0.26950826941207906
31,0.15420567798472587,0.27652962899756156
32,0.15309522323665165,0.2622435737786622
33,0.15078977745203745,0.28280969991766175
34,0.14904574411965552,0.27880508842310686
35,0.14758983659602348,0.2954964680575776
36,0.14693451322260356,0.28989140402482844
37,0.14582243310553686,0.3433828179606761
38,0.14235270833685285,0.3312231696628291
39,0.14081954963860058,0.2898546900043542
40,0.14226379237004688,0.26363693824273415
41,0.1366651362890289,0.26504096615759803
42,0.13522518959783372,0.28810482746225663
43,0.13441362862076078,0.30412410028364467
44,0.1353095815224307,0.2728547786587271
45,0.1313498948017756,0.30242483412054766
46,0.13169000511368115,0.27688048129109133
47,0.13015705810416311,0.325992985874757
48,0.12821683586353347,0.28236158294924374
49,0.12732535282770793,0.31047899699930487
50,0.12352290966681072,0.2862910185137699
51,0.1244713573512577,0.2723709060542885
52,0.12255059735406013,0.2506991798679034
53,0.12361556447687604,0.29217516720808784
54,0.12045182772335553,0.29947747863914775
55,0.11946370512956665,0.25958129412483893
56,0.1187615794865858,0.31263990725936563
57,0.11866651127735774,0.2915481307554519
58,0.11659949596439088,0.2917748352234391
59,0.11627921171841167,0.2904083105339401
60,0.11334236509743191,0.2783456850240285
61,0.11422984978272802,0.26935496536650877
62,0.11356749646010852,0.34844783273921615
63,0.11172565926398549,0.25502098214694824
64,0.1101646844687916,0.28714920182166426
65,0.10951115111509958,0.2583039863698784
66,0.10994946350653967,0.2774306073699189
67,0.10958830639719963,0.3028826865999178
68,0.10866353758743831,0.34996202806460447
69,0.10873011243485269,0.27845883579261
70,0.10547797555724779,0.3455016580463826
71,0.10565257822473843,0.29263961773322916
72,0.10435288774115699,0.28952753860717534
73,0.10384927424646559,0.2882369763549717
74,0.10387350648641586,0.3112312556169499
75,0.10426679601981527,0.27439927823584653
76,0.10309323212930134,0.3159839617538041
77,0.10225610022033964,0.31196817216174355
78,0.1013441612535999,0.2800330189538413
79,0.10013835602572986,0.28599356179093494
80,0.10068218800993192,0.28592512606718073
81,0.09883056026129496,0.31673453885248337
82,0.0983989822438785,0.28084725723869497
83,0.09755336585498992,0.2716655000701718
84,0.09740248477529911,0.29911580090892725
85,0.09617341310495423,0.3520730556599025
86,0.09530293829384304,0.2859473947392798
87,0.09715647830140023,0.33729325872899474
88,0.0946959871621359,0.30651452495106335
89,0.0952144745134172,0.2872313902895341
90,0.09367973728548913,0.29458482066790265
91,0.09330270832493191,0.379254089604164
92,0.09327919317143304,0.27143834591254423
93,0.09283869822110448,0.28189365801283683
94,0.09358694167364211,0.321289194940493
95,0.09137392479039373,0.33280799743430367
96,0.09143515214323998,0.34434656584742424
97,0.09095615496238073,0.2883865264640457
98,0.08912350633314678,0.3145061047512224
99,0.08916270907436098,0.35251643478699113
100,0.08843202423481714,0.27436330439201717
