Epoch,Epoch Training Loss,Epoch Validation Loss
1,0.5778275860240425,0.5674101173324112
2,0.5342383101863059,0.5397511259321088
3,0.5078315388324649,0.5191330726117173
4,0.4791437217167446,0.5227729381053441
5,0.4571427850100157,0.4917444020232918
6,0.4427061784571059,0.49111975780212475
7,0.423494953616777,0.4617127438447793
8,0.41102776754800135,0.4699415856101565
9,0.3977375110386482,0.45865685568874465
10,0.3823423843546167,0.4529339768938236
11,0.37313398286485727,0.43940755946348325
12,0.36514365889239286,0.41442803235799536
13,0.3547880580258924,0.42396379366009596
14,0.34734865130314135,0.44178021996752026
15,0.3365544961602453,0.41635475162382096
16,0.327663996901491,0.4075541687731403
17,0.32417062449692885,0.4094589281561943
18,0.3121844619380543,0.41498800060328317
19,0.3057121622271976,0.39343604399323834
20,0.2978816081007586,0.40600348418526605
21,0.28960339249764566,0.43086387193978015
22,0.28884540990011504,0.39158110915691857
23,0.27899177463215713,0.4020441564797617
24,0.27283900437395964,0.40577018390129965
25,0.2682696516612175,0.39890954627341163
26,0.26704423417515666,0.4205581508922872
27,0.26236809870168354,0.48503229181187074
28,0.25360267185260554,0.4139369588241489
29,0.25529501311984304,0.3739424432763374
30,0.24929118422112723,0.3814339057395333
31,0.24614273398652559,0.377463826915428
32,0.2442109600402588,0.38458447605832813
33,0.24017572410379928,0.37311553622916016
34,0.2348494013876614,0.3940816169645026
35,0.2326844445742246,0.3797159489740159
36,0.22741065320382484,0.3799848616030932
37,0.2246743397888287,0.42709858457185906
38,0.22408435560540108,0.37702938711311057
39,0.22157785510138947,0.3862268002040615
40,0.22215094363290078,0.4670216688430715
41,0.21598943875708584,0.4019210705354856
42,0.20977200539669194,0.45078073488115894
43,0.2142042527480643,0.40645457790362943
44,0.2063541811698035,0.3811011468939737
45,0.20788787743478915,0.41124028345748737
46,0.2030532485243358,0.38659188091385843
47,0.199408917884824,0.3843692021657808
48,0.19956109132349556,0.4300773924349262
49,0.2009662344498954,0.4123001083408716
50,0.19791515183491695,0.3572834782740649
51,0.19220500459207648,0.39076920121262315
52,0.19479796889414422,0.3681030210695769
53,0.19181488001778937,0.39509809317049965
54,0.19044243878914932,0.39313208941520184
55,0.18977586938231225,0.41474737522218247
56,0.18701644993881186,0.4164372201397692
57,0.1851488912801938,0.41788383183464545
58,0.1853256456364165,0.3827628145461481
59,0.182217317062986,0.3953224712573338
60,0.1840106936652267,0.3797640417105642
61,0.17921281058097863,0.4146217221492215
62,0.17675741999549327,0.4168960876047796
63,0.17537544445771053,0.4181844764172846
64,0.17722982776290422,0.40959362939415334
65,0.17705700507723743,0.41515025007466416
66,0.17290132784038156,0.3951618964827098
67,0.171335321860357,0.37423246932841675
68,0.16838733290021998,0.4157776826121859
69,0.16864083630599055,0.42269888658641663
70,0.16744788043440245,0.40694946984849845
71,0.1655235461115111,0.3843536255391021
72,0.16932128548028066,0.43392216421133223
73,0.16295178793576998,0.39492947536725376
74,0.16806235042702847,0.38828689907172886
75,0.15877166359890604,0.4422520232089902
76,0.16138131260162308,0.39457268671539175
77,0.1592954079541125,0.40330440507215615
78,0.1577341416943509,0.38002488118576194
79,0.15619489997377822,0.38821543471732006
80,0.1583024504473835,0.42017264558065787
81,0.15737491395171826,0.40777575669827476
82,0.1543974758250637,0.425882079099354
83,0.15617881208278675,0.43296422673268214
84,0.15112373871462687,0.40957304876839784
85,0.1529259309626431,0.40466353317993714
86,0.15517913590980525,0.399846338220056
87,0.1515646051627853,0.3985606405895561
88,0.1492827625353207,0.42837315938513343
89,0.15107370381256935,0.4131370656907374
90,0.14569126327799536,0.44272752246897285
91,0.1508810087576393,0.4490816290072243
92,0.14765081474204791,0.4337939322917454
93,0.14529360098102165,0.42656572721321884
94,0.14489393135076872,0.38773102274066523
95,0.14425264015496767,0.4358068732285278
96,0.14180343926101427,0.44339041891666386
97,0.14005316607860369,0.4087544815274584
98,0.14200635869076614,0.3931544304539914
99,0.1413036190418904,0.39403801035401254
100,0.1402968884892308,0.4067405976654944
101,0.1391342114945946,0.41613138473993483
102,0.1374666640619569,0.3792355896980032
103,0.13481248319479053,0.43709161485496323
104,0.13374863228743125,0.4027499958595993
105,0.14004412909777852,0.4697779071497105
106,0.13669199537762244,0.44285707392559703
107,0.13589502206837484,0.43471438726035433
108,0.13282595353318608,0.3981228460652909
109,0.13613171276872604,0.39723899097819076
110,0.13160496355258217,0.4045459009453239
111,0.13000986470138512,0.4274942736968906
112,0.13122040497454693,0.40877489270440565
113,0.12641231829129315,0.43118405932612464
114,0.13363781500430333,0.4549435528669933
115,0.13103513240789455,0.43758565551909867
116,0.1265016893772687,0.4363323254943263
117,0.12882892898018838,0.40581116924529476
118,0.13028966166813377,0.4322296771748516
119,0.1277475039539642,0.37680480700712826
120,0.12662468691782433,0.4745201629012731
121,0.12822212935203597,0.4428278851804349
122,0.12429931108011624,0.4540481060374263
123,0.1288722521508915,0.3905077070551391
124,0.12354545704896663,0.42670984517771393
125,0.1240112428179017,0.45245366518157926
