Epoch,Adversarial Loss,Generator Loss,Real Loss,Fake Loss,Discriminator Loss,MS-SSIM Loss,GD Loss,MAE Loss,Validation Generator Loss,Validation MS-SSIM,Validation GD Loss,Validation MAE,Validation Adversarial Loss
1,0.926155548318249,1.7512538060883422,0.6281982866639377,0.7208013265895451,0.6744998064671957,0.27647699460479275,0.0238803232996357,0.02220373696135581,1.8191060810832673,0.2860996093738039,0.03341100589110575,0.024782334902108863,0.8863016646604573
2,1.2589225366067298,1.8379750218797237,0.4873187398984159,0.5837356693567114,0.5355272044465406,0.28507709965447325,0.036310452589344594,0.028255843776537077,1.9068163376936944,0.29698739372766936,0.03545530244862243,0.03014284324361927,1.185876586614644
3,1.44508226211953,1.917167178342501,0.4497508721424851,0.5285699782792067,0.4891604253524939,0.2964721617751033,0.03563973346370986,0.03044036013076137,1.9640877278004603,0.3071323129719117,0.030031143075998336,0.028644513841453677,1.2523638421021726
4,1.5147998890139587,1.9824303282804496,0.4679871023519447,0.5269028478275855,0.49744497528203807,0.307511429227863,0.030920714506970218,0.030701042350711444,2.0270040351959775,0.3141977404770644,0.030304684421284294,0.03160949104837762,1.5980683075588034
5,1.4845348287442814,2.0360603682456477,0.5145087699306772,0.540209647137659,0.5273592087284866,0.315971113989921,0.030761465940601463,0.035245476005114386,2.0756069250080897,0.32173125174232947,0.026841620393105187,0.03338509801086848,1.6998538778328576
6,1.4200566076749632,2.0652668239077068,0.5543564273730974,0.5564834548662849,0.555419941259805,0.32107223982097516,0.029508844461719017,0.03832170766897822,2.10362745896231,0.328843914744846,0.02809026276530779,0.045816342088621245,1.133147301339236
7,1.374659421706576,2.084289037886759,0.5721111330569977,0.5599968351070899,0.5660539840457369,0.32441768647058417,0.028601296758183323,0.040448650628118664,2.1112785494845845,0.3322539445399042,0.027117319283018006,0.03373587921255558,1.1380336432901512
8,1.4034269400559718,2.0974864832325677,0.5659269998058442,0.5549104367860311,0.56041871839054,0.3264268885512997,0.028721901014518804,0.04003190355670722,2.133922294280601,0.328311480021098,0.028121613205120865,0.039853965271385794,1.921556703397462
9,1.4149233392179625,2.1087001325418138,0.5641546530241253,0.553179084413986,0.5586668687461579,0.32848810382959526,0.028284573949893903,0.038740767431033135,2.1515489535337706,0.32943950518716536,0.030921890396845952,0.03277150563503239,2.22437048450511
10,1.4423230047637499,2.118921553352228,0.5517895019680323,0.5452748022446832,0.5485321521022668,0.3301178232561503,0.02875353197209849,0.037344929721786824,2.138117145261039,0.33364371959132494,0.029959782440975358,0.03347279805959479,1.456444884968118
