Epoch,Epoch Training Loss,Epoch Validation Loss
1,0.6784413810313867,0.6866502468459703
2,0.539689234533738,0.510871702544043
3,0.4424132064202633,0.5014586362326257
4,0.3763176247881947,0.4604028298104664
5,0.33880565951661923,0.4414615537332969
6,0.3121768057906304,0.3983015546174807
7,0.2878510800028893,0.4213294501987945
8,0.26765676324949883,0.3923792453755471
9,0.25219330162058795,0.450498276039076
10,0.24058585456866063,0.3807450713955353
11,0.22814022135261702,0.4087876761071036
12,0.21961740591020823,0.38728263821000253
13,0.21252939853980546,0.37372623202956723
14,0.2040082155289381,0.36345252106865616
15,0.19765287590269504,0.35279151198462905
16,0.19219143278819037,0.38294824493636964
17,0.18684526495557738,0.44735470200624794
18,0.18292503430661677,0.390126210228305
19,0.17849915984839138,0.34633326948246107
20,0.17406211201575952,0.3607919601915039
21,0.1700571348933437,0.35600604980348427
22,0.16681878257052885,0.4305975633525403
23,0.16397653579991894,0.38203297392972907
24,0.16105535469311513,0.3491472753223229
25,0.15761321052006738,0.361928472034285
26,0.1553757590609204,0.3708686652213242
27,0.15240723369856965,0.3721463502938874
28,0.1503444374354249,0.4106914975747141
29,0.14820778424344133,0.37534352287510847
30,0.14636637925292853,0.3696931447845382
31,0.1445982409077298,0.403488901127536
32,0.14155007747151657,0.38046142978831615
33,0.13963304347278926,0.3905160306398742
34,0.13760471581977196,0.4022729440455867
35,0.1358245797533083,0.36468702350450083
36,0.1344205077527585,0.46008101894848075
37,0.13279226898275984,0.4621605686495237
38,0.13097849966557637,0.4798221721363216
39,0.12957000073691002,0.4555056181002257
40,0.12784894485034376,0.40338075170264437
41,0.1266138413084947,0.4613039724737684
42,0.12490421346931219,0.4278467839752031
43,0.12392525067689025,0.4935777269048483
44,0.1223335491847208,0.44844877153542184
45,0.12191309583896386,0.44744904139702935
46,0.12087320659255185,0.47304002852454735
47,0.1183888470376832,0.4304000907505041
48,0.11734126811547668,0.45874796376050075
49,0.11622081066254285,0.4093628531304475
50,0.11510683904501118,0.45319469644458865
51,0.1137221775801234,0.43351259433034794
52,0.1123828352710897,0.45076979492497965
53,0.11152502103069008,0.4295609772112511
54,0.11046153390566217,0.3982159855581147
55,0.10960240562160603,0.43925850984649123
56,0.10740627145826319,0.4804276083581544
57,0.10663880156217015,0.4872852937547589
58,0.10562010102036229,0.4918469501618656
59,0.10462094311425482,0.4309161000905379
60,0.10354957915453672,0.4032879844075794
61,0.1039548328181336,0.5044749412116974
62,0.10167633122638148,0.44224281130921433
63,0.10104031910213772,0.41235008882213603
64,0.10051923418234808,0.4158551617296314
65,0.09967331060972492,0.4539686786794217
66,0.09840848626246158,0.48565903018196793
67,0.09703869850516693,0.4761230958585056
68,0.09680156727440048,0.47154079377651215
69,0.09637078611347397,0.4561175506712863
70,0.09475901295160699,0.509254819136171
71,0.09416352533628398,0.4309531052907308
72,0.09249265417301082,0.45701580278784315
73,0.0927856355703325,0.4561577278691289
74,0.09204389140523177,0.5216548531969017
75,0.09124868258927211,0.4770267164317247
76,0.09083909828736912,0.4701655437920324
77,0.09048228416133026,0.4323286858860206
78,0.08965673320975334,0.504954452130282
79,0.08901182292631997,0.47142457418909695
80,0.0887783384864415,0.5527058557557911
81,0.08797726055727746,0.5150910739865259
82,0.08695445998352107,0.44138803196101917
83,0.08666956886680241,0.46695526830875245
84,0.08614813743668583,0.4694958870470338
85,0.08520539830164646,0.45164818096198023
86,0.08440420337581311,0.5261966892027781
87,0.08441646016418684,0.481455961213305
88,0.08436396403825358,0.42704397175356607
89,0.08263685723420598,0.4951652461123244
90,0.08296993158617696,0.44017519098575986
91,0.08265807685327554,0.4677614159766016
92,0.08207785613865967,0.5528864756087276
93,0.08136780271870482,0.48585553128399955
94,0.08097033519958902,0.4888393242968206
95,0.08061747828066847,0.48450836859573826
96,0.08056318136184848,0.5604680943711896
97,0.08002284493118463,0.5030532967635776
98,0.07947371993408323,0.5154154120111762
99,0.07849052123772078,0.509356934983411
100,0.07793720319696035,0.49013834927126626
