Epoch,Adversarial Loss,Generator Loss,Real Loss,Fake Loss,Discriminator Loss,Epoch Validation Generator Loss,Epoch Validation MS-SSIM,Epoch Validation GD Loss,Epoch Validation MAE,Epoch Validation Adversarial Loss
1,1.7749808104949685,2.0231989647375985,0.3762966846086626,0.4903339842040689,0.4333153343524707,2.1394599683856885,0.34162478598713075,0.008312628860468586,0.00700041296045813,1.4879641870385578
2,2.1237607346359058,1.9365683692285196,0.2622715642409821,0.37993113011727114,0.32110134718729255,1.8064983072737388,0.2798874608449713,0.005771052756202314,0.004724693192592682,2.333555901254898
3,2.1962052933631124,1.8027251666180661,0.2027706832159651,0.32933608077038595,0.2660533820247504,1.7964526065516233,0.28042238416231197,0.006706608366591071,0.005092116427032766,2.0423914829773646
4,2.1964606097370636,1.7726310131826126,0.2005203428732518,0.3271742736267169,0.26384730822385344,1.7535209224923798,0.27305758575033584,0.004982013475680553,0.004222017231266509,2.1194275352219276
5,2.1935288006496694,1.741922318334383,0.19940078398423744,0.326023125000016,0.2627119545122693,1.749339850924685,0.27126898045922604,0.004894152261280956,0.004154827042526011,2.253539734784775
6,2.193550478200475,1.732008071421671,0.19904389815878906,0.3256958834081126,0.2623698908161145,1.7384668261460636,0.2700190747835764,0.004838286122327817,0.004104524826219019,2.188191303939724
7,2.1926100109990325,1.7274680132582299,0.19891112659468943,0.3255342097614621,0.26222266823632595,1.7364981628979328,0.2698457176270692,0.004830365334162458,0.004098154467384154,2.169906720768249
8,2.1930713401401007,1.724749534978132,0.19884406163119162,0.32545164918866437,0.2621478553527666,1.7342953249861963,0.2693828285039468,0.004821261413820574,0.004111707826685409,2.181307652074358
9,2.1929603868908445,1.7228328326405897,0.19880574710376428,0.32542820305751463,0.2621169750555973,1.737042557684873,0.26947342697842463,0.0048164145383060315,0.004089359431737803,2.225924406412453
10,2.192897843091648,1.7210733187611507,0.19877963894647446,0.32541650275415485,0.26209807090420967,1.7354925279334237,0.2693623613105171,0.004816731586236659,0.004087151287205908,2.208289508237488
11,2.1930244872396876,1.719606264674418,0.19875944365400086,0.3253747630490383,0.2620671034843518,1.7344354279463905,0.2692624366278433,0.0048140711772561625,0.004087516923373126,2.1991843835864975
12,2.193092941358113,1.7180302042579958,0.19874465787173815,0.3253298727598139,0.262037265336463,1.7329552055999986,0.26927963387607334,0.004815350575510796,0.004101835451772931,2.167204284498524
13,2.1930480006753954,1.7166365170694837,0.19873404262246366,0.3253296314842534,0.26203183689983933,1.734906351636086,0.26921911454170844,0.004813326779678215,0.0040865438050212005,2.213835843679897
14,2.192867265821775,1.7149299186310467,0.1987248922969172,0.32532355712813,0.2620242247582527,1.733762681608814,0.2693594065821888,0.0048145777178421325,0.004085289446378507,2.1741274623667515
15,2.193080687460174,1.7133742395799862,0.19871789594804895,0.32530268224319064,0.26201028903247003,1.7346498554815417,0.26931255901338264,0.004812890766677135,0.004096675126106295,2.1972986720377783
16,2.1928915194508347,1.711654334158537,0.19871095616175002,0.3252933192576265,0.2620021378730066,1.7351001666790267,0.26939274875266495,0.004814302964542095,0.004112882389633272,2.196329755577754
17,2.193063378525672,1.7097721826380392,0.19870510469807984,0.3252917282870163,0.26199841663300183,1.7359725418547325,0.26962351730485823,0.004816396165564018,0.00410591184381975,2.186182585647672
18,2.192935135186668,1.7080152440921232,0.19870057542339223,0.32530366552820267,0.2620021203543975,1.7363370176292583,0.26975127331987275,0.00481622253220885,0.0040939220144661816,2.1783846287823043
19,2.1930344587579276,1.7060501775719976,0.1986983387009557,0.32528014717770304,0.26198924269163,1.7383941077817244,0.270086756854452,0.004818987090366014,0.004124894200506492,2.178593683302602
20,2.193027335266856,1.703935026434383,0.19869364166898232,0.32527737166603526,0.261985506591838,1.7386461949617569,0.27003380996377574,0.004817967890478736,0.004105406600787666,2.1903991892086623
21,2.193338081499786,1.7017215314131635,0.19869055225846363,0.3252727871625444,0.2619816696353776,1.7376537665375897,0.27007097668671687,0.0048189563488367365,0.004120205471556506,2.1657748850292986
22,2.1931153534449246,1.6995548135475094,0.1986880270277271,0.3252711047619978,0.26197956574079884,1.742544020124303,0.2705463867721749,0.00482093446323863,0.0041309683224989135,2.2062759005206085
23,2.1929910661845673,1.6971443803376942,0.19868598907018778,0.3252695703343587,0.2619777798008086,1.741592764630166,0.2706490706615025,0.0048219671926109185,0.004136797237662788,2.174791488460075
24,2.1926718322606735,1.694864043023317,0.19868465306774385,0.32526677027486245,0.26197571163591754,1.744896736606507,0.2710649206561588,0.004822397073658797,0.0041353733881912425,2.1909888108139453
25,2.192966099999966,1.6925350723081247,0.1986826168087148,0.3252710209165629,0.2619768188468514,1.745187950498085,0.2711491328368219,0.004821638790925616,0.004125005058651435,2.1869301525844778
26,2.1928875685940183,1.6901511276010426,0.19868093626237518,0.32526276802940013,0.2619718521894392,1.7481117753380517,0.27139999237796136,0.004820830801380783,0.004119573472241752,2.2154283226034712
27,2.1928428992461377,1.6875869031888289,0.19867937969204175,0.325261427103454,0.26197040339938105,1.749929915802136,0.27174845533476627,0.004826524451674417,0.004147103466490676,2.2093110859992113
28,2.192686401907505,1.6852682771328056,0.19867821693111193,0.32526068360453964,0.26196945020848683,1.7492065721730325,0.27170386106822403,0.004823691376822106,0.00414791086519855,2.2002360462943047
29,2.1929957572782874,1.6827052979812136,0.1986761715741651,0.32525897310018087,0.261967572313764,1.7520622181453833,0.27219523287636777,0.004829563821436616,0.004150337547886911,2.1982183779860818
30,2.1928918159758855,1.680328389322411,0.1986775095810689,0.325260711701819,0.2619691107045937,1.7507705044088555,0.2720747947767626,0.0048252599776499,0.004147973880831722,2.1869699957478406
31,2.1927740247769085,1.6778571232532733,0.19867463147284847,0.3252563316597674,0.2619654814759385,1.753669344661228,0.2727306548842419,0.004828390583151057,0.004155017238637483,2.1660401271936487
32,2.1927888627186793,1.675489358049761,0.19867407849561258,0.32525583375672684,0.2619649561049383,1.7566565029248347,0.27305486834418013,0.004830817416809455,0.004170871447831358,2.1865120562023943
33,2.1930344441333185,1.6731937079511154,0.1986718397001225,0.3252548331686859,0.2619633364882992,1.7575565876071668,0.273004007541316,0.004831345415824828,0.00417042415977275,2.210615420620577
34,2.1929398779281657,1.6708898213493986,0.19867174222087644,0.3252536850149444,0.2619627135139311,1.7586839809814425,0.27343502729184255,0.004831040203954828,0.0041620554242837535,2.1816143873941938
35,2.1927975791336483,1.6686835367568453,0.19867161356416793,0.32526302906211907,0.2619673213479847,1.7612636985637273,0.27379234128921326,0.0048344373871591,0.004178019957192535,2.189943847349256
36,2.1928108261418275,1.6665728818372068,0.19867080424253694,0.3252673039859836,0.26196905405709886,1.761793159521543,0.2736683381366291,0.004834063895756104,0.0041735696299823105,2.2155099019258717
37,2.1928508272997456,1.6641586364822465,0.19867077633579555,0.3252522042711175,0.2619614902773256,1.7636041271198155,0.2741965567537375,0.004834229423791827,0.004166175968496107,2.188487583727741
38,2.192780677902582,1.6619289411485292,0.19866915588949954,0.32525108193473196,0.2619601190024852,1.762733632954068,0.2742309350657423,0.00483719336669456,0.004192970878052148,2.166357144215035
39,2.1926655289932735,1.6599601610752464,0.1986705831378746,0.3252512926283974,0.2619609380241341,1.7642444674436464,0.27420571381631104,0.0048351458266625074,0.0041921539732934845,2.1996576672912043
