Epoch,Adversarial Loss,Generator Loss,Real Loss,Fake Loss,Discriminator Loss,Epoch Validation Generator Loss
1,1.953711521117185,0.141548393647744,1.9044390645712914,2.152990369481287,2.0287147170076003,0.04844663358281014
2,1.9056353787689104,0.14026491667524005,1.8611386610089138,2.1114188261504556,1.9862787436855875,0.04821324227440068
3,1.8912459737481082,0.1400477917456881,1.8568822046287083,2.1071783079575734,1.9820302568226553,0.049547059480163164
4,1.8913922752300434,0.14038296728192465,1.8563002762462582,2.104481536159946,1.9803909052748943,0.04855964937867179
5,1.891907681415113,0.14054112032096347,1.8534714170921607,2.1016406495510336,1.9775560339383258,0.04911160516322133
6,1.9271984908817006,0.14278646127436073,1.8332733319742125,2.0821849755992656,1.9577291541823176,0.050253758151675994
7,2.2489269372686294,0.1601839890605443,1.693916487361127,1.957091248198646,1.8255038682408755,0.06200986809835436
8,2.9322951386206126,0.1967023524415234,1.4871629277449787,1.7881324276340547,1.637647677163117,0.0623501331948778
9,3.658537195892662,0.2349907220442496,1.3428434141441232,1.669374910553911,1.5061091623490173,0.11406410922277656
10,4.089538672041883,0.2565745812082308,1.2869304126147243,1.636293685942091,1.4616120491662752,0.07468348603351446
11,4.298836001067307,0.26668188544138205,1.2659542310241623,1.6256881966987582,1.4458212139876092,0.08126883980129725
12,4.583322437084513,0.28179651984156895,1.200712259092608,1.5736142636267436,1.3871632611509848,0.10622725321679223
13,4.6283887560077535,0.2829968154081533,1.1911731156922354,1.567924978915465,1.379549047028191,0.09296236271046439
14,4.6937319344707005,0.28647609877308217,1.177928648468568,1.5523454431618835,1.365137045131529,0.11370458555669465
15,4.795127120650807,0.2912846248021449,1.158951688486223,1.5191344580983737,1.3390430731318865,0.04984407391154634
16,4.8564343156766485,0.2942972941757071,1.1276596566026775,1.4975931484588612,1.3126264030120045,0.08954692115800075
17,4.862846316128072,0.2946505935856431,1.138540088018421,1.5015464633092732,1.3200432758055702,0.1317298181353442
18,4.928120392707977,0.2977649186641277,1.0988578410152607,1.4893156121294933,1.2940867270925471,0.11379150813679058
19,5.006257203955789,0.3018685953456435,1.0735005823596315,1.4611814943606338,1.2673410376265994,0.10992829077472181
20,5.04961579750264,0.3042417967218569,1.0432062561072435,1.434082119317607,1.2386441882263657,0.1168563186866932
21,5.029090244927285,0.30322654282613454,1.0354683866045347,1.432675822971258,1.2340721043206777,0.11007669179258014
22,5.034651766789697,0.30338987858536154,1.0441758062559676,1.4309259388645656,1.2375508721008348,0.09862537981426799
23,4.955989475016261,0.29953818860850034,1.0406471021834724,1.4405557216459692,1.2406014120361977,0.13613988811393146
24,5.065313977908879,0.3048686344136817,1.0318915952358358,1.420716039742963,1.2263038173367746,0.1008150099919187
25,5.089484938956099,0.3061084578126781,1.0191710397513913,1.41975707257397,1.2194640557577578,0.09453725128825505
26,5.070885435002155,0.3049123776394463,1.022090335790828,1.419394454990442,1.2207423960135932,0.09996788981168167
27,5.1317890936627135,0.3080189423810809,0.9970350705622929,1.4053945870989042,1.2012148287620732,0.15472670470949973
28,5.1534170601454665,0.30914209386213903,0.982580792890818,1.3889589318164615,1.1857698619440447,0.13031073250530606
29,5.144011724634364,0.3087393063775429,0.983582832862975,1.3782342198899757,1.1809085261475383,0.11473953852392609
30,5.215225667561899,0.31214873083823524,0.9772935160015239,1.36577652642086,1.1715350210243045,0.11417682866649982
31,5.163967870487317,0.3095330555571312,0.9869734766771612,1.3796499263694553,1.1833117013379781,0.13105049393728474
32,5.0945631171604715,0.30590274171431836,1.0074744519332182,1.4025469025266808,1.2050106772984748,0.07151846179892823
33,5.0977092487145725,0.3062176942801178,1.0095772438442776,1.4069384727377856,1.2082578582147192,0.13113972034467303
34,5.0531650122572795,0.30397482413407667,1.0292087604905351,1.4284779495780784,1.22884335528349,0.08288006684283436
35,5.006234666419816,0.3014347262090278,1.0354588136114304,1.4346175717258434,1.2350381928056877,0.1382898744133404
36,5.014687326098216,0.30184952333300097,1.0417762449148258,1.439298930574819,1.2405375875096556,0.13280326810690346
37,5.007964428184074,0.301537011639078,1.0353186974196031,1.4455591949593762,1.2404389460898164,0.11850407919348109
38,4.9650963472800465,0.2992799215580969,1.0397548807978032,1.4609725229803436,1.2503637018423515,0.16218471046175845
39,5.045584914632714,0.30335973702288577,1.0358066541924573,1.4514650183552285,1.243635836683438,0.13503416498381657
40,5.049987706246733,0.30373047916125195,1.035081989443347,1.4465319130283136,1.2408069509664008,0.07528058298159528
41,5.047869687177315,0.30333147771355934,1.0462804634940115,1.4384322999088859,1.242356381600218,0.10503444650691675
42,5.027593898016922,0.30224143664615793,1.0419143510322058,1.4499931936541628,1.2459537719740816,0.11173102907356759
43,5.016722344154847,0.3019337518682647,1.0431516883664307,1.452118482920388,1.2476350863068597,0.09975492061944335
44,5.049496535934433,0.3034399600363146,1.0429825302443925,1.4478728998340293,1.245427714654534,0.09376784488029255
45,5.095784818956061,0.30564113496919554,1.0428511694223188,1.451318590543591,1.247084879668361,0.11223748653627197
46,5.0169187333578105,0.301492782632811,1.052093631148737,1.4638302648458692,1.2579619477325459,0.1317167997490272
47,5.001916606723639,0.3009727037341231,1.043729138473379,1.4619853341933278,1.2528572358053962,0.06175577444418405
48,5.0225803606542305,0.3021405177556109,1.049601432197668,1.4587813603277489,1.2541913961100837,0.1047191055099103
49,5.0193220972111545,0.3019317059188203,1.0303199190746084,1.453189119223169,1.2417545190398709,0.10957445671593452
50,5.042416604995777,0.30307998396471814,1.0538571735837787,1.4556094019309334,1.254733287713749,0.10261887351804752
51,5.02078369846661,0.30184476742876015,1.049023516912225,1.4571259268139019,1.25307472169175,0.09986706155377213
52,5.03869039674031,0.30280648331729426,1.040166487559103,1.4630641154072754,1.2516153016529454,0.13906285030001084
53,4.937165935847746,0.29759910066820755,1.040576675884974,1.4743891403228544,1.2574829077753036,0.13080372047193198
54,4.949814958061811,0.29836592967014597,1.042257503428836,1.464769602438628,1.253513553157997,0.04539987839872086
55,5.0309225247929925,0.3024370910176995,1.0441343034197106,1.4674566333870525,1.2557954686292039,0.07771367635920544
56,4.984838039355733,0.3001984255298829,1.0502090745895203,1.4677722249491558,1.2589906496073688,0.08740662349961124
57,4.991530866561501,0.3005153606758674,1.0352317689821424,1.4792635167534633,1.257247642691817,0.07949787167011507
58,4.959305009658271,0.2988833061093932,1.051649035543303,1.472031073171309,1.2618400541299262,0.07851891440649308
59,4.963002081711257,0.29887461676659455,1.0547426392863128,1.4808481905335267,1.2677954147168027,0.10254964384135096
60,5.011781137766796,0.3013301515129448,1.048853601279192,1.4844782944320136,1.266665947801094,0.1215410706416601
61,4.966125622603506,0.2990413310288928,1.0481980104796762,1.4796086700888582,1.2639033402686932,0.11823504385351512
62,4.9502338614146595,0.2983380483232133,1.0573509056058814,1.4826467265951195,1.2699988155772155,0.08377934154395612
63,5.019024132813224,0.3017178915120213,1.0472260986837905,1.4805762246001923,1.2639011617650255,0.08562354976934285
64,5.009073906023691,0.301120587987872,1.045429883412643,1.4849353612627971,1.265182622699036,0.05962119849062335
65,4.963845728145894,0.2989936778551578,1.0491764386056808,1.477936578079759,1.2635565079860762,0.08585997439148434
66,4.960355798720093,0.2986320052307604,1.0559627019105646,1.4940541309855853,1.2750084163702053,0.09921376513672314
67,4.960770000784618,0.29857751476519234,1.0666635498796966,1.4857440518906782,1.2762038009210075,0.07514648271894338
68,4.977860228526079,0.29961582708887347,1.0548095230081658,1.4800259948748609,1.267417758896349,0.05130638344210252
69,4.960630263086645,0.298595743693402,1.0704116456765047,1.4880592116407028,1.2792354287598344,0.1567132930313377
70,4.9063907069493595,0.29607103238922594,1.060755839851688,1.4939409073654026,1.2773483731413267,0.10714833210627346
71,4.987987965538499,0.2999426828328221,1.0704122052207141,1.4826980280786453,1.276555116690172,0.10263625159158829
72,4.91623008634621,0.2964543011973933,1.0554034414772804,1.4950412613679234,1.2752223511453855,0.07552205695713057
73,4.951724196345013,0.29833685738629473,1.063466215851938,1.4764682457698228,1.2699672311332613,0.1252508798336149
74,4.9337972321525765,0.297306684911466,1.083894286279794,1.4969391418515041,1.2904167145079495,0.09880770004181547
75,4.911211833550928,0.29623437518281953,1.0742258753963936,1.5056314028949045,1.2899286387656446,0.09220276269430987
76,4.930058116006064,0.29690539756210454,1.0707246470311813,1.510981980617778,1.2908533141266143,0.09751752980192033
77,4.861314062340602,0.2935441849919902,1.0916728447425026,1.5154038800618121,1.3035383625983892,0.13292081336869258
78,4.907964823723936,0.2956929747630409,1.073390026667146,1.5058390784161446,1.2896145524450868,0.10880592025903654
79,4.870643720049474,0.2939536676848818,1.091238376890063,1.5158148042135016,1.303526590132843,0.1362002541659163
80,4.939007083337168,0.29707026677704523,1.0898573902843638,1.5199935800492463,1.3049254848942609,0.10686452909844638
81,4.8862656311452835,0.2943185937671103,1.0964979485337651,1.5371902283144037,1.3168440884022807,0.11631836988970974
82,4.827882529818842,0.2912422860707826,1.1089321900078135,1.5453257431653031,1.3271289661613894,0.06902409200307393
83,4.872487972923445,0.2936495310454832,1.0885160420569637,1.5412094380432446,1.3148627395875578,0.11417451712776312
84,4.826366398720239,0.2912198186401951,1.1046889581870176,1.5476177748865807,1.3261533663935188,0.11842602295653092
85,4.841249308038042,0.2920095834641228,1.1104003100727613,1.5573205814376025,1.3338604456679677,0.14756318016824962
86,4.8143681971462176,0.2906939221299207,1.128570551463842,1.5502938620285147,1.3394322066278164,0.09060275291534994
87,4.780484253425388,0.288965852835362,1.119063242347942,1.5585458195989448,1.3388045311821344,0.1652843644920375
