Epoch,Adversarial Loss,Generator Loss,Real Loss,Fake Loss,Discriminator Loss,MS-SSIM Loss,GD Loss,MAE Loss,Validation Generator Loss,Validation MS-SSIM,Validation GD Loss,Validation MAE,Validation Adversarial Loss
1,0.7654003355477719,1.4318320749668365,0.7685646966416785,0.8442424612096016,0.8064035785198211,0.23006481246745333,0.0016009290571859542,0.011572254835826128,1.3133667363448347,0.21203908038900254,0.001286164472982451,0.0028497249708805687,0.7399272484348175
2,0.7428797897379449,1.3224911827483077,0.7003580369340613,0.8063944147495513,0.7533762254867148,0.21348930990442316,0.0012287593655228774,0.003182574295924303,1.3049362969208271,0.21044321278942393,0.0012561205512611195,0.002710703623845202,0.7662038980646336
3,0.7987159083244648,1.3163477101478172,0.6487207622223712,0.7534907877698858,0.7011057750214922,0.21202289659926232,0.0012172623966731368,0.003057272239994416,1.3122468593114234,0.21076739547734566,0.001252169895064497,0.0026895754745829494,0.8740148074290854
4,0.9378513891392566,1.3193221146248757,0.5645413446933665,0.6690091317004346,0.6167752385266284,0.2113620139182882,0.0012368044618546884,0.0030206566639343633,1.3242932611164895,0.21141243718088942,0.001342633236840521,0.0028097526405001694,1.0333249883607347
5,0.924223344427474,1.332689254917997,0.5830823896159517,0.6905201468061893,0.6368012684583664,0.21359132373586615,0.0016564683196570805,0.0032736759620936627,1.336456906605274,0.21421875788810404,0.002401980415789752,0.003395717624640538,0.9069332142776632
6,0.9528124220574156,1.3399632283728173,0.5693665510542849,0.6742907806660267,0.6218286661011108,0.21445200493995178,0.0020639154175296427,0.003546660540308407,1.34275922068256,0.21473207562527757,0.0022670339306561337,0.0034433981675241004,0.9731267307825545
7,0.9736066703339841,1.3475732581158901,0.559720192386749,0.6614944135889094,0.6106073033556025,0.21547721893229382,0.0023111081929342385,0.0037185017502014625,1.3540670354949667,0.21714007244148154,0.002848284320436428,0.003974503092282016,0.8880762636978575
8,1.0277694633412868,1.3581790481983347,0.5355258711601826,0.6358268178523855,0.5856763449121029,0.21672497356191595,0.0025638483260619514,0.0038768847108362836,1.3683165305472436,0.21932620840503814,0.0028404102859178933,0.003919507381803495,0.9119872285568333
9,1.057957827994164,1.3724101405701739,0.5317552468434293,0.6301553337244278,0.5809552902744172,0.21876886347506908,0.0027276076681099514,0.004171460196177693,1.3826258947399068,0.21994611612976867,0.002889375853323764,0.004012428051631085,1.1209478765884613
10,1.1611629387165638,1.3836530623030154,0.48100575916310573,0.590043504136674,0.5355246314342986,0.219734279754314,0.0028473068367531325,0.004341927906002929,1.3984980554656778,0.22285523083298764,0.003341625877742735,0.004567617925436316,1.0691484875897779
11,1.218049794435501,1.395827794176467,0.4564872504929279,0.5690033310905416,0.5127452904746888,0.2212881250838016,0.0027819008572879146,0.00441465156073583,1.4095721736233284,0.22305697424614684,0.0025647396270985757,0.004149045515929329,1.2903308553343757
