Epoch,Adversarial Loss,Generator Loss,Real Loss,Fake Loss,Discriminator Loss,MS-SSIM Loss,GD Loss,MAE Loss,Validation Generator Loss,Validation MS-SSIM,Validation GD Loss,Validation MAE,Validation Adversarial Loss
1,0.7176283328457082,1.4822812382633805,0.7563974261107738,0.9098737854906853,0.8331356053868084,0.2350421319968875,0.008036445997474852,0.02811058216902205,1.3333560229933008,0.2133692592540954,0.005260930805618161,0.011222700100451549,0.7331366951953857
2,0.7233300136477108,1.3644414984447173,0.7444188915739105,0.8307237102348471,0.7875713019435852,0.2184051036764262,0.005227172519652785,0.012617202406863618,1.323533009262161,0.2117943621062218,0.005079333392712486,0.011165935040248478,0.730431319392742
3,0.724846294303876,1.3540874095391437,0.7229854718520005,0.8083443090707134,0.7656648901619246,0.216772808673534,0.005121450917189831,0.012086790631058456,1.3174730947518603,0.2108673706175165,0.005037463224304721,0.010773232293394493,0.7291634955463258
4,0.7228469038051917,1.3470500994729093,0.709335183544221,0.7949561205457006,0.7521456518776309,0.21569141650453527,0.005068217719719034,0.011691036615983074,1.3203088992295113,0.21128094093279637,0.005036852395897632,0.0110474092485829,0.7307798100754301
5,0.728983283183817,1.3420994603394334,0.6958725592451738,0.7785898591116529,0.7372312090991519,0.21484898862122925,0.0050362435781317666,0.011520121853422136,1.3164008167037304,0.21064413426087258,0.0049705784873135305,0.010603199021251713,0.7392446691209965
6,0.7465271613699325,1.3391885105388384,0.6774473979047568,0.7616526184352577,0.7195500076944382,0.21425863142272822,0.005015666449765056,0.011294694754997395,1.3139770751462339,0.21004674575747329,0.004966432823455259,0.010755206324516776,0.7594992128458429
7,0.7645473736679582,1.336688260801013,0.6600614956296083,0.7425763604559233,0.7013189283598118,0.21370877466444146,0.005009659948944825,0.011198582919479632,1.3236190885939496,0.21124588151244408,0.004964068361392067,0.010907575904832599,0.8054431427983527
8,0.8114783397873524,1.3362833568672199,0.6308009383526254,0.7130013266424197,0.6719011321980902,0.21326407057455526,0.005022266137977318,0.011102749938838818,1.3194815326244274,0.20987441763281822,0.004981121091367776,0.010670067637816983,0.8916767340232717
9,0.901894851638352,1.3399936462759126,0.5909995097429195,0.6749169680666416,0.6329582385348935,0.21311848351718687,0.005122500752901381,0.011065502422058131,1.3348094156764923,0.21153046507784662,0.005231723029282875,0.010910381315934888,0.9896904059705582
10,0.9941534221383697,1.3509453557625448,0.5642330077945763,0.6513872814164375,0.6078101443589157,0.21398633186557897,0.005909279006314255,0.01141041513239573,1.3486195117869275,0.21277850256004233,0.0075014200485113295,0.0119427781325438,1.0500859682388761
11,0.9925361466605049,1.362328361816722,0.5723755727422998,0.6612358304801844,0.6168057011092526,0.2153983254945588,0.007861023581912631,0.012450576850695285,1.3615079893076674,0.21338805310586664,0.007504197919959242,0.012231859280059034,1.2288722678067836
12,1.0200814311667818,1.3712001332999966,0.5623091933610309,0.6460536285072354,0.6041814108020307,0.21636339151972012,0.008818070353041833,0.013197641712382224,1.3672287903250533,0.21525197277994865,0.009632732727852195,0.013772820861901137,1.046228010762245
13,1.0456055297073743,1.3818902318359267,0.5590344558934511,0.6449284532919843,0.6019814543373195,0.21768618436710774,0.009797444944677271,0.013695404247268506,1.3858633667547653,0.21789283955350836,0.009787663570951987,0.013891439714612677,1.0965444958828232
14,1.079953213356629,1.39174360762533,0.5518063148021275,0.6358435889683999,0.5938249522595541,0.21900819485069167,0.009975032062967688,0.01372174580138943,1.3965792116966653,0.2196453110651767,0.009986025719046394,0.013746968026525598,1.0994869891474857
15,1.0889505691491683,1.3985204132313425,0.5396637070580577,0.6314267728909251,0.5855452395077293,0.2198495787368035,0.010817077406076604,0.014158334304527963,1.4172662766055857,0.21820868456617315,0.009757781382080446,0.013469475607556153,1.6957382337844118
16,1.1410936552582058,1.4077311742249392,0.5375658494131926,0.6194710658938045,0.5785184574113106,0.22079676097307363,0.011401762147753304,0.014494161745181073,1.4129907119464367,0.22109229133484212,0.011875339150255387,0.014835069344894208,1.1945311096992264
17,1.2156081106645842,1.4164989042507559,0.4993616118586796,0.5933832608462789,0.5463724356699498,0.22146256088365054,0.012045625682004306,0.014897507518512279,1.4401664209175618,0.2240277702345493,0.012379384151303229,0.015192834264103403,1.368551626920383
18,1.27159441620041,1.4281389642128144,0.49817363185979796,0.5862802286449618,0.5422269300366125,0.2229953115854421,0.011775866706236916,0.014811505875649287,1.4464708615807778,0.2249273272587898,0.011579598851893295,0.014825254588318553,1.4100408741134278
19,1.2961669965134164,1.4356581586331623,0.4809008049767632,0.569314420540282,0.5251076124590903,0.22393401086894052,0.012224705311872646,0.01502103712762008,1.4552401358142812,0.22585163154500595,0.011462189405141002,0.014848455260359147,1.4763939981844196
20,1.3364360469523333,1.4460007993605684,0.462091926855187,0.5604945387752908,0.5112932329341311,0.22533431215911892,0.011982249831956927,0.015190872357141042,1.4666418973752793,0.22697524005111228,0.01039853038271255,0.01418498212389866,1.604138864917641
21,1.376669238715589,1.453552142454941,0.4514714004053573,0.5484423844879119,0.4999568928253284,0.22655684689398917,0.010676650978827378,0.014700946815853528,1.4946376917527078,0.23317666771881124,0.011400978942897091,0.015646195328952943,1.3706102100537811
22,1.4262231848693627,1.4623163500998884,0.4466330655465171,0.5350817000717981,0.49085738280915764,0.2273412543408414,0.011527871308478375,0.01542979231804398,1.5168037907557284,0.23212577053841124,0.01107957323535068,0.015315598415636874,1.9530798956117732
23,1.4666807831707576,1.4655193568826004,0.4212141561258065,0.5141724618614143,0.46769330950000326,0.22756627247829528,0.011307664789935359,0.015480016898716102,1.5179782525656071,0.2352898966600286,0.01165352726325472,0.016160461462122647,1.5684976234160206
24,1.5163257554631424,1.4725984527286908,0.41540554794648016,0.5042038641288771,0.4598047062578494,0.22854831818288662,0.010457161649396692,0.015035092962210025,1.547353963110041,0.23617367597019417,0.01134445972398835,0.015433135633158715,2.07068620408152
25,1.537187578266676,1.478294805079769,0.42268067276893495,0.5024197071825922,0.4625501897599962,0.22924908153695137,0.010794574509861375,0.015146359650475406,1.5488983517948618,0.23671434581913847,0.010642657113420044,0.01506176678230986,2.058157057362668
26,1.5462742412273485,1.4798084658088413,0.4246118138797458,0.49789384856432606,0.461252830587944,0.22955758848511582,0.010261273645381961,0.014887947930974211,1.5630421332539397,0.24011208204195855,0.010047610592161443,0.014976308825970727,1.946914383071534
27,1.5580425556247115,1.482996947728714,0.430463736026986,0.4949223400571386,0.4626930378923461,0.2300229101809486,0.010062540540346176,0.01489481705529329,1.5844265155969781,0.24332087201640962,0.009076795585953848,0.015603050548692253,1.9964286937834101
28,1.5455308479761118,1.4783153536753733,0.42742870578071185,0.4943909618483931,0.4609098335459441,0.22934157022629506,0.010063211905305444,0.014926178018665977,1.581953099274889,0.2445736544880461,0.011111732228025,0.016285889884803763,1.7422709622360923
29,1.5468888093781246,1.4806714454582115,0.4285649793403087,0.4988414189177202,0.4637031991994691,0.2295513193587603,0.010701119881035236,0.015317967187406288,1.6006652262616665,0.24303584640964548,0.011941939901976667,0.01694328374442387,2.271298430780781
30,1.5184464285735824,1.4804222465406918,0.4385507925111915,0.5000533554394758,0.46930207389607215,0.22971010084834223,0.010888651481237323,0.01535066656700069,1.5983018935360807,0.24877785796180685,0.010348721866203631,0.015694781918663213,1.5918248553383858
31,1.5500541216832526,1.4786274829795738,0.44994228892468674,0.49815467399837843,0.47404848173014097,0.22947342862896886,0.009824191402020836,0.014460012972812844,1.6231060855566186,0.24921596700206716,0.009185175302418623,0.014774236550673525,2.0770173572162363
32,1.520306398647333,1.4788048036977754,0.46518214179057604,0.5053038079265162,0.4852429754838312,0.22979308583775873,0.009537888372957654,0.014493080350872014,1.6253297669773406,0.25262329981048054,0.009421458841856332,0.015294358303938854,1.6974830088066928
33,1.5176962217399697,1.4761443384009332,0.4664019201364782,0.507050502701854,0.48672621094800056,0.22953646124536545,0.008813886015387538,0.014226872563124337,1.6595957995729242,0.25972219398047064,0.012331496276446875,0.018547428513015125,1.407674222253263
34,1.5166034127627421,1.4728637497616717,0.4813658335107438,0.5099594613303812,0.49566264735891463,0.22867349389033395,0.010022468070926731,0.01497014699257188,1.6450422552037747,0.2559184615916394,0.009544752686819497,0.01554601979342864,1.6888142442528873
