Epoch,Epoch Training Loss,Epoch Validation Loss
1,0.6736938204876212,0.6370418188559949
2,0.6061594549603636,0.5741626085647985
3,0.4773268518950852,0.5045039322807561
4,0.4120219818925937,0.49219042332328145
5,0.36357219212772046,0.4945983704011045
6,0.3351783559741174,0.4986862388987038
7,0.3117644591782972,0.41807349520412523
8,0.28847996943763327,0.4206606373565281
9,0.2689760729323986,0.4092335297384454
10,0.253596030732623,0.38984735632062556
11,0.24554463591042944,0.45265501333241487
12,0.2306204566923883,0.407307610514775
13,0.2190160259505443,0.4079633525867558
14,0.21167604704433898,0.41260859759608703
15,0.20164429742929546,0.43331729920215944
16,0.19345515488687148,0.4001425235864505
17,0.18718612531936446,0.44615609599417777
18,0.1816548254662673,0.3926864141345623
19,0.17484047263860703,0.38161528679593726
20,0.16942364682267078,0.31931624355627664
21,0.16281878178400852,0.38013088680691454
22,0.16311138085525892,0.37002869242399783
23,0.1563566047326968,0.3634611867255901
24,0.15080832496310193,0.33308597549271945
25,0.14810090476764595,0.3790863045870359
26,0.14751083371647172,0.42542984838312
27,0.14094555640339454,0.44281410010316263
28,0.1402929834897732,0.2909341288271861
29,0.1378024739284452,0.34246515793416965
30,0.13290666596363748,0.4067238756834562
31,0.13362230208897313,0.36005886812605453
32,0.13459452187821913,0.3902766789548361
33,0.1304956301180429,0.3770707363459333
34,0.12710650427966222,0.41094360541758224
35,0.12652305446169107,0.36092776367113216
36,0.12246545417809804,0.3598074704109125
37,0.1220203755497685,0.3329872422706542
38,0.12139665610172423,0.3211921441120718
39,0.11924133261053071,0.4107785155275958
40,0.11984364901889004,0.34473779250928505
41,0.11548529851228692,0.42240295061214483
42,0.11652882679356293,0.3544589935160761
43,0.11579800214606067,0.38572113249619405
44,0.11297019294453815,0.3986538385027018
45,0.11103150749152087,0.3925313811056578
46,0.1087056472711884,0.3883077029007763
47,0.11046000057367292,0.3515311178175648
48,0.10639306029731847,0.3584092233198971
