Volume,dice_IRF,dice_SRF,dice_PED
D2S1,0.631578947368421 (0.49559462778335206),0.7432033874486622 (0.39649977445999346),0.5789473684210527 (0.5072572735017881)
D3S1,0.42105263157894735 (0.5072572735017881),0.7378742804652766 (0.3659303835239852),0.2643518057700835 (0.45171026301523604)
D4S1,0.7753022407230578 (0.3784564420346364),0.7368421052631579 (0.452413928358864),0.8421052631578947 (0.37463432463267754)
D4S2,0.35892357167444733 (0.45594694030191846),0.5414105042030937 (0.4428141095383393),0.5789473684210527 (0.5072572735017881)
D5S2,0.42105263157894735 (0.5072572735017881),0.6634374480498465 (0.3152782489360642),0.0 (0.0)
D5S3,0.5263157894736842 (0.512989176042577),0.6315138308625472 (0.27456479233022846),0.05263157894736842 (0.22941573387056177)
