Volume,dice_IRF,dice_SRF,dice_PED
TRAIN008,0.7409478107260333 (0.186872596803562),0.7282739813838687 (0.25412278588040266),nan (nan)
TRAIN017,0.5801018541273864 (0.3241447314594411),nan (nan),0.5960076127733503 (0.17871444835882377)
TRAIN019,0.669005713529057 (0.23957054632269542),nan (nan),nan (nan)
TRAIN021,0.6242812211098878 (0.15222372856115227),0.21539557948708535 (0.23723491050112072),nan (nan)
TRAIN023,nan (nan),nan (nan),0.48134511844678357 (0.2311818731693044)
TRAIN025,0.5366629083951314 (0.2806896843560821),nan (nan),0.5539987796339495 (0.11484097541766174)
TRAIN031,nan (nan),nan (nan),0.5615189746022224 (0.23844551039248196)
TRAIN035,nan (nan),0.9104600271513296 (0.09464356648898638),0.36942177586671376 (0.18677994761391406)
TRAIN037,0.612391897458203 (0.154759636143528),0.8083960745069716 (0.17607831629799964),nan (nan)
TRAIN053,0.5030963356666108 (0.21974382380718674),0.6380713095150694 (0.22112416292995318),0.6732483087702 (0.10864409147525869)
TRAIN057,nan (nan),0.5584302306782359 (0.28521000439217276),0.6594039474395995 (0.1031583875799814)
TRAIN060,0.35683287817396614 (0.21278798304969615),nan (nan),nan (nan)
TRAIN065,0.581238504499197 (0.1935231443453991),nan (nan),nan (nan)
TRAIN070,0.4168644354775034 (0.20995320345215948),nan (nan),nan (nan)
