Volume,dice_IRF,dice_SRF,dice_PED
D2S1,nan (nan),0.2802160903811455 (0.058899005642555874),nan (nan)
D3S1,nan (nan),0.5032685548067093 (0.21694516020212964),0.011342154815793037 (0.016040229167029827)
D4S1,0.6826856434345245 (0.2118694466273499),nan (nan),nan (nan)
D4S2,0.7048869654536247 (0.259622137072248),0.38113326330979663 (0.21322476482465536),nan (nan)
D5S2,nan (nan),0.7388701163805448 (0.06767865438957289),nan (nan)
D5S3,nan (nan),0.5713401990277427 (0.1674043432632973),nan (nan)
