Vendor,dice_IRF,dice_SRF,dice_PED
Cirrus,0.7002141327623126 (0.45865538361139535),0.7526652452025586 (0.4319236648178632),0.4725490196078431 (0.49973605267858934)
Spectralis,0.65625 (0.47645012013969734),0.8378378378378378 (0.36959977719101444),0.7904191616766467 (0.40823356368895547)
Topcon,0.709832134292566 (0.45438485533011147),0.9043280182232346 (0.2944764596857911),0.7815126050420168 (0.4137998185943977)
