Volume,dice_IRF,dice_SRF,dice_PED
D2S1,0.0 (0.0),0.36675419540781723 (0.45751975327699984),0.0 (0.0)
D3S1,0.0 (0.0),0.5448057478980014 (0.42746843695432285),0.005648406614598475 (0.019005181438352163)
D4S1,0.06247513309905404 (0.15271248455084546),0.631578947368421 (0.4955946277833521),0.0 (0.0)
D4S2,0.2125284311018492 (0.3708183397378814),0.3323158668844323 (0.41125186042368783),0.0 (0.0)
D5S2,0.0 (0.0),0.4775309437199643 (0.32419216178333043),0.0 (0.0)
D5S3,0.0 (0.0),0.636493234257949 (0.25117497203610323),0.0 (0.0)
