Vendor,dice_IRF,dice_SRF,dice_PED
Cirrus,0.09345794392523364 (0.2914137479015366),0.11132437619961612 (0.31483569029801467),0.005791505791505791 (0.07595460166298265)
Spectralis,0.06201550387596899 (0.2421239992395465),0.1497005988023952 (0.3578507212995093),0.14583333333333334 (0.35386176691931553)
Topcon,0.44715447154471544 (0.49787459186613936),0.3705263157894737 (0.48345488451443996),0.022172949002217297 (0.14740926029993148)
