Volume,dice_IRF,dice_SRF,dice_PED
TRAIN003,0.6594259482291009 (0.15937371991488603),nan (nan),nan (nan)
TRAIN005,nan (nan),0.6952860711650415 (0.18740841265313005),0.804924898733527 (0.1727751958339971)
TRAIN006,0.6197355043362168 (0.25984374331507276),nan (nan),nan (nan)
TRAIN009,0.36315316832750233 (0.2627073565521867),nan (nan),0.1284251468522208 (0.18808518706246874)
TRAIN020,0.49364851331528353 (0.19686206745120502),0.7155978497246216 (0.10592888856520143),0.4519828021436472 (0.2618293044905349)
TRAIN030,0.45386643580308084 (0.29116822181905816),0.8865875825285912 (0.1299704275774273),0.6595176341943443 (0.31001991664360895)
TRAIN036,0.6256109586228495 (0.20175297867599967),nan (nan),nan (nan)
TRAIN038,nan (nan),0.7989847868680954 (0.17745628818757547),0.6091298600940993 (0.2061114044216363)
TRAIN045,0.5767854495268119 (0.25542974330207735),nan (nan),0.2701655806113894 (0.20022708014349624)
TRAIN047,0.5247694812715054 (0.21516726238986986),nan (nan),nan (nan)
TRAIN055,0.2237067073583603 (0.17419880876176932),nan (nan),0.6464746429494792 (0.23334251954291418)
TRAIN058,nan (nan),nan (nan),0.50120452725712 (0.21547701704599953)
TRAIN061,0.6177124546594778 (0.17781380454345105),0.6778553801856629 (0.1597902940151348),0.5635466184151374 (0.1819269561500498)
TRAIN066,0.7325941104637949 (0.19774999547921263),nan (nan),nan (nan)
