Volume,dice_IRF,dice_SRF,dice_PED
TRAIN008,0.0 (0.0),0.0 (0.0),0.0 (0.0)
TRAIN017,0.35365853658536583 (0.48104698621955666),0.4140625 (0.49449479110016603),0.0 (0.0)
TRAIN019,0.010869565217391304 (0.10425720702853739),0.046875 (0.21220162006698992),0.0 (0.0)
TRAIN021,0.24390243902439024 (0.43207725674518765),0.10185185185185185 (0.30386343510333763),0.0 (0.0)
TRAIN023,0.109375 (0.3133354972840896),0.203125 (0.4039056372217743),0.0 (0.0)
TRAIN025,0.0 (0.0),0.22448979591836735 (0.4215697907053756),0.3 (0.47016234598162726)
TRAIN031,0.061224489795918366 (0.24222607082590245),0.42857142857142855 (0.5),0.18181818181818182 (0.39167472590032004)
TRAIN035,0.0 (0.0),0.3333333333333333 (0.5163977794943223),0.0 (0.0)
TRAIN037,nan (nan),0.06451612903225806 (0.24973103811470743),0.04081632653061224 (0.199914947901746)
TRAIN053,0.38235294117647056 (0.4932702180563817),0.6274509803921569 (0.48829435031445906),0.058823529411764705 (0.23883257361061286)
TRAIN057,0.1640625 (0.37178742021049027),0.30612244897959184 (0.46565731465733196),0.0 (0.0)
TRAIN060,0.45555555555555555 (0.5008108282005754),0.4921875 (0.5019033653891717),0.03125 (0.17467630355495287)
TRAIN065,0.4270833333333333 (0.49725121611698897),0.8984375 (0.30325903664538445),0.171875 (0.37875417411488527)
TRAIN070,0.5353535353535354 (0.5012867384496988),0.796875 (0.40390563722177436),0.0 (0.0)
