Volume,dice_IRF,dice_SRF,dice_PED
D2S1,0.21052631578947367 (0.41885390829169555),0.6356399153408251 (0.44857442126002955),0.5263157894736842 (0.512989176042577)
D3S1,0.5263157894736842 (0.512989176042577),0.7303393859612314 (0.3723249909107982),0.26552956472886236 (0.4510738738671949)
D4S1,0.08111824291317087 (0.1935917829367302),0.05263157894736842 (0.22941573387056177),0.0 (0.0)
D4S2,0.17157317384293205 (0.3297799457005471),0.1257584210681288 (0.25390945621424577),0.0 (0.0)
D5S2,0.0 (0.0),0.5567643956134194 (0.35143240981673984),0.0 (0.0)
D5S3,0.15789473684210525 (0.3746343246326776),0.6312059697351957 (0.27467034556454967),0.0 (0.0)
