Volume,dice_IRF,dice_SRF,dice_PED
TRAIN001,0.2682926829268293 (0.4485749794573054),0.940677966101695 (0.23723380516649947),0.7265625 (0.4474748706268539)
TRAIN010,0.8829787234042553 (0.3231692182564118),0.9140625 (0.2813730045980521),0.9375 (0.2430125883781254)
TRAIN011,0.46808510638297873 (0.5016559172836373),0.27586206896551724 (0.4495386568579203),0.1509433962264151 (0.3596943895981084)
TRAIN013,0.44565217391304346 (0.49976105136030813),0.7142857142857143 (0.4553825555391872),0.8387096774193549 (0.37080101097607293)
TRAIN015,0.484375 (0.5017194843185603),1.0 (0.0),0.7727272727272727 (0.4239151057857212)
TRAIN028,1.0 (0.0),1.0 (0.0),0.9473684210526315 (0.2262942859214143)
TRAIN029,0.96875 (0.1767766952966369),0.9534883720930233 (0.21308263231644634),1.0 (0.0)
TRAIN032,nan (nan),0.7333333333333333 (0.45773770821706344),0.673469387755102 (0.4738035414793428)
TRAIN041,1.0 (0.0),0.9591836734693877 (0.199914947901746),0.8571428571428571 (0.3535533905932738)
TRAIN046,1.0 (0.0),0.6521739130434783 (0.4815434123430768),0.9333333333333333 (0.2581988897471611)
TRAIN049,0.9375 (0.2430125883781254),0.8807339449541285 (0.3255983279316493),0.8080808080808081 (0.39581400694934926)
TRAIN050,0.9120879120879121 (0.2847358092591816),0.8359375 (0.3717874202104902),0.9761904761904762 (0.1533709949008578)
TRAIN051,0.6075949367088608 (0.4914061852972481),0.9811320754716981 (0.1367049011885994),0.890625 (0.31333549728408944)
TRAIN056,1.0 (0.0),0.84375 (0.36596252735569995),0.390625 (0.491747370293402)
