,0,1,2,3,4,5,6,7,8,9,10,11,12
0,Run063,0.478 (0.442),0.634 (0.226),0.412 (0.493),0.695 (0.357),0.669 (0.152),0.714 (0.453),0.735 (0.387),0.569 (0.258),0.791 (0.407),0.604 (0.427),0.625 (0.222),0.595 (0.491)
