,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21
0,Run058_final,0.167 (0.357),0.510 (0.271),0.142 (0.350),0.441 (0.415),0.541 (0.221),0.380 (0.489),0.141 (0.349),0.011 (0.016),0.143 (0.351),0.167 (0.357),0.510 (0.271),0.142 (0.350),0.441 (0.415),0.541 (0.221),0.380 (0.489),0.141 (0.349),0.011 (0.016),0.143 (0.351),0.209 (0.295),0.317 (0.192),0.125 (0.333)
