,0,1,2,3,4,5,6,7,8,9,10,11,12
0,Run108,0.509 (0.444),0.758 (0.160),0.382 (0.486),0.617 (0.456),0.793 (0.197),0.564 (0.497),0.759 (0.414),0.607 (0.324),0.774 (0.419),0.613 (0.450),0.745 (0.202),0.572 (0.495)
