Vendor,dice_IRF,dice_SRF,dice_PED
Cirrus,0.3273942093541203 (0.46978588213746814),0.7971698113207547 (0.4025821026157726),0.6944444444444444 (0.46113526132905736)
Spectralis,0.5642857142857143 (0.4976305625389857),0.7978723404255319 (0.4026592682277167),0.8 (0.40100376569366847)
Topcon,0.8298507462686567 (0.37632596926289447),0.8648648648648649 (0.3422886157496936),0.8506666666666667 (0.3568929097356905)
