Volume,dice_IRF,dice_SRF,dice_PED
TRAIN001,0.5537426234222949 (0.34122275847252315),0.9531468320637941 (0.1740828677586136),0.9140625 (0.28137300459805215)
TRAIN010,0.8036815475206822 (0.3572645354768013),0.96875 (0.1746763035549529),0.9140625 (0.2813730045980521)
TRAIN011,0.5217496751574799 (0.44527032548738815),0.42176826810464263 (0.43113721586668485),0.3189184281800408 (0.4387533192632613)
TRAIN013,0.4046657183789648 (0.43580378005094894),0.7202946689212695 (0.32600091091629896),0.625526189658558 (0.37293367618274464)
TRAIN015,0.328125 (0.4713755210973134),0.8578594496939331 (0.1128818375676767),0.743403104133904 (0.269060853277463)
TRAIN028,0.8979591836734694 (0.3058388709205983),0.9400652999780617 (0.10576548927911991),0.8384716583757984 (0.3028306797784129)
TRAIN029,0.8627596783394716 (0.24071005723728675),0.880340036080808 (0.3062412764245646),0.9591836734693877 (0.199914947901746)
TRAIN032,0.679223507642746 (0.13339504873110464),0.839041106859032 (0.25809985298270804),0.7959183673469388 (0.4072055089639779)
TRAIN041,0.9458950344397097 (0.2052312486616478),0.7959183673469388 (0.40720550896397784),0.9387755102040817 (0.2422260708259025)
TRAIN046,0.6391023367035146 (0.3070751604370866),0.3703750076950813 (0.47368987603477375),0.7922152134836936 (0.2490649327469703)
TRAIN049,0.9609375 (0.19450497433065841),0.8466136872302741 (0.3229374498403775),0.7480180675629526 (0.3756129173461872)
TRAIN050,0.8091473409440368 (0.3178313404740314),0.8984375 (0.3032590366453845),0.8524638771777973 (0.23934366091570486)
TRAIN051,0.7079513750504702 (0.36151746209797536),0.9572355826385319 (0.122049545030638),0.9609375 (0.1945049743306584)
TRAIN056,0.8432987481355667 (0.3074779294836991),0.75 (0.4364357804719847),0.71875 (0.4531634835874829)
