Volume,dice_IRF,dice_SRF,dice_PED
TRAIN003,0.6961836276782883 (0.1442003668414066),nan (nan),nan (nan)
TRAIN005,nan (nan),0.6696527421474456 (0.222699589233299),0.7901508352892884 (0.1831241234954995)
TRAIN006,0.652770888352511 (0.254086423274075),nan (nan),nan (nan)
TRAIN009,0.3779432630619487 (0.2682938435868443),nan (nan),0.382928448596171 (0.16630495202967366)
TRAIN020,0.32469495818285005 (0.20390225137692738),0.7732327177092947 (0.11212810000690437),0.4097408900290662 (0.28351919136170084)
TRAIN030,0.5173740290889615 (0.328766068991867),0.9126559734344483 (0.05355711387551597),0.6902185545768589 (0.29395465495304646)
TRAIN036,0.661902953101241 (0.2116158458548188),nan (nan),nan (nan)
TRAIN038,nan (nan),0.8525902137160302 (0.2063043264975408),0.6292941726349068 (0.22457926364261305)
TRAIN045,0.6110912404562298 (0.2768410879264306),nan (nan),0.29816432082309174 (0.25976897914186303)
TRAIN047,0.6135653369128704 (0.23363879986561592),nan (nan),nan (nan)
TRAIN055,0.6284665614366531 (0.2174410175608637),nan (nan),0.5856297692103732 (0.27185679323228285)
TRAIN058,nan (nan),nan (nan),0.5642434211776537 (0.21292512805122335)
TRAIN061,0.7094170895738984 (0.15715521424588608),0.6066641358480062 (0.2371285089444927),0.5267076458845098 (0.22028412631242714)
TRAIN066,0.7795421128210268 (0.17685149697719074),nan (nan),nan (nan)
