Volume,dice_IRF,dice_SRF,dice_PED
TRAIN003,0.6094076736933656 (0.18456317409168807),nan (nan),nan (nan)
TRAIN005,nan (nan),0.6528221419589086 (0.20387987954243564),0.7587014944371531 (0.14679318415726048)
TRAIN006,0.6075708217480603 (0.23050499792943238),nan (nan),nan (nan)
TRAIN009,0.4524564579336879 (0.15868004716227674),nan (nan),0.5737494464431491 (0.15437416286584188)
TRAIN020,0.46586238379989353 (0.2005926824473658),0.6853517070412636 (0.10906390733234891),0.4054033350395529 (0.2358991803057907)
TRAIN030,0.4599626170177209 (0.3135470290969366),0.9131082087755203 (0.043602623094828714),0.691969127394259 (0.2590619847485461)
TRAIN036,0.5185883239559506 (0.218850612221332),nan (nan),nan (nan)
TRAIN038,nan (nan),0.7995163169689476 (0.2035388959990805),0.594742538125226 (0.2099013933222521)
TRAIN045,0.5651121445392308 (0.22531602081952126),nan (nan),0.3412192283341518 (0.23371904986367353)
TRAIN047,0.5304522641624013 (0.2053778743010871),nan (nan),nan (nan)
TRAIN055,0.6931493431329727 (0.13798172347962895),nan (nan),0.7641272924600109 (0.11561854661969626)
TRAIN058,nan (nan),nan (nan),0.47974909294177503 (0.19952341696145906)
TRAIN061,0.5732496693589777 (0.16238744061241342),0.7347400355828951 (0.09708075536120085),0.5087831780567007 (0.164283445487599)
TRAIN066,0.7421769782116538 (0.1859397525874878),nan (nan),nan (nan)
