,0,1,2,3,4,5,6,7,8,9,10,11,12
0,Iteration22,0.59 (0.05),0.60 (0.06),0.58 (0.08),0.65 (0.07),0.66 (0.03),0.65 (0.12),0.58 (0.17),0.59 (0.08),0.58 (0.19),0.60 (0.06),0.61 (0.04),0.60 (0.06)
