Vendor,dice_IRF,dice_SRF,dice_PED
Cirrus,0.5293631366161113 (0.15547222046861633),0.5971240963505096 (0.17530313883198287),0.4452128639658455 (0.2013935346348196)
Spectralis,0.6040376327803423 (0.1836096381466636),0.7320695182171244 (0.22610086690197695),0.5569724212839918 (0.1684925559603977)
Topcon,0.5411391462609693 (0.17144512521095032),0.49061965358418386 (0.2590960442217078),0.35280988628014187 (0.17368059019005416)
