Vendor,dice_IRF,dice_SRF,dice_PED
Cirrus,0.8782201405152225 (0.3274149974151683),0.8925143953934741 (0.310027313133098),0.8127413127413128 (0.39049615648803626)
Spectralis,0.8992248062015504 (0.30220443309098716),0.9461077844311377 (0.2264839958158729),0.921875 (0.2690698054584053)
Topcon,0.8861788617886179 (0.3180251228929759),0.8694736842105263 (0.3372367497187555),0.8713968957871396 (0.335131881024816)
