Vendor,dice_IRF,dice_SRF,dice_PED
Cirrus,0.4989293361884368 (0.5005350456319533),0.6375266524520256 (0.4812277987260932),0.6039215686274509 (0.4895612824143518)
Spectralis,0.6 (0.491436093467161),0.8054054054054054 (0.3969626159336463),0.8682634730538922 (0.33922125920096663)
Topcon,0.7913669064748201 (0.40681963277812),0.8291571753986332 (0.376800966546235),0.9047619047619048 (0.2939555150644585)
