Volume,dice_IRF,dice_SRF,dice_PED
TRAIN001,0.43452557736418385 (0.326866812021365),0.6290316809900105 (0.46961933462285677),0.3984375 (0.49150009411971146)
TRAIN010,0.8495292896404862 (0.30863886784729894),0.8125 (0.39184602471712554),0.9140625 (0.2813730045980522)
TRAIN011,0.3148701502941549 (0.4025581357903428),0.3897268845466897 (0.41710520173163995),0.14917397471435834 (0.32748886420538337)
TRAIN013,0.25418082799296826 (0.3771029101611275),0.7429247560212389 (0.3137395800601856),0.5021349475318857 (0.4127327524637975)
TRAIN015,0.203125 (0.4039056372217742),0.7485096210148185 (0.18615562065359487),0.5265676898416132 (0.3152817589754815)
TRAIN028,0.6530612244897959 (0.4809288065886704),0.8901174919945853 (0.20708903187355687),0.7000870197091955 (0.4217622192492366)
TRAIN029,0.8139162793451425 (0.2919349846730087),0.7754668812362515 (0.40196717868404597),0.7755102040816326 (0.4215697907053756)
TRAIN032,0.5954562688664514 (0.13590395340638564),0.7270645182959887 (0.3394034388664556),0.061224489795918366 (0.24222607082590245)
TRAIN041,0.7212895763163664 (0.4413436740675172),0.9591836734693877 (0.199914947901746),0.8775510204081632 (0.331200660553418)
TRAIN046,0.4848001404684417 (0.2980176481162353),0.3234333046236817 (0.459861055365093),0.6424936372406629 (0.30185968323204215)
TRAIN049,0.8125 (0.39184602471712543),0.7294719112105668 (0.4094253295310295),0.6236567055457272 (0.4401241926978065)
TRAIN050,0.7141762431710958 (0.396641366925129),0.7421875 (0.4391490294635069),0.6933542459846649 (0.39573760360511817)
TRAIN051,0.6990463441470638 (0.3511053316081482),0.8857328998856246 (0.2731181387017565),0.21875 (0.41502300476984294)
TRAIN056,0.6649738941341639 (0.39685741618920445),0.484375 (0.503706499953334),0.5625 (0.49999999999999994)
