Volume,dice_IRF,dice_SRF,dice_PED
D2S1,nan (nan),0.3626529201865196 (0.05664689537276332),nan (nan)
D3S1,nan (nan),0.6045850267012914 (0.18827289020576157),0.04119344102218747 (0.04251899398798859)
D4S1,0.6845000609755516 (0.21657244139033055),nan (nan),nan (nan)
D4S2,0.6823720261454582 (0.23316444466094804),0.381053368250529 (0.20695675417986195),nan (nan)
D5S2,nan (nan),0.39137527575859654 (0.1448509847551644),nan (nan)
D5S3,nan (nan),0.5818486234971455 (0.10208817839110573),nan (nan)
