,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39
0,Run058_final,0.852 (0.261),0.654 (0.195),0.941 (0.237),0.918 (0.182),0.799 (0.156),0.972 (0.166),0.934 (0.180),0.767 (0.197),0.978 (0.147),0.645 (0.383),0.645 (0.238),0.646 (0.480),0.821 (0.331),0.687 (0.322),0.889 (0.315),0.852 (0.310),0.703 (0.209),0.885 (0.320),0.818 (0.330),0.624 (0.278),0.884 (0.321),0.929 (0.215),0.744 (0.229),0.960 (0.197),0.755 (0.415),0.588 (0.204),0.766 (0.424),0.799 (0.325),0.641 (0.238),0.873 (0.334),0.905 (0.233),0.756 (0.231),0.952 (0.213),0.841 (0.333),0.716 (0.212),0.862 (0.345),0.742 (0.326),0.702 (0.218),0.786 (0.410)
