Vendor,dice_IRF,dice_SRF,dice_PED
Cirrus,0.6425449877162464 (0.41990427693777715),0.7088343681767583 (0.4451961476839781),0.747488913667621 (0.39950623216631426)
Spectralis,0.6268540487757751 (0.3921837378922473),0.8001522838461156 (0.36982872415083606),0.6350199168890106 (0.3828219010004488)
Topcon,0.45736050628620434 (0.4324947226498611),0.5992831093491986 (0.4428125322734485),0.5287226083688438 (0.4324580396172989)
