Volume,dice_IRF,dice_SRF,dice_PED
TRAIN001,0.33614197370479815 (0.27782713193506475),0.03334651351906359 (0.1244292185173414),0.0234375 (0.1518828677363284)
TRAIN010,0.15444260789081454 (0.27119678223035276),0.109375 (0.3133354972840896),0.0 (0.0)
TRAIN011,0.09384598198812455 (0.17486609765644012),0.21445131616201252 (0.3319975450713573),0.01938932085977285 (0.050296860245383185)
TRAIN013,0.04270461570558837 (0.08981712888632865),0.27875818256507046 (0.33493381648228465),0.15234028882696293 (0.1704446735619712)
TRAIN015,0.0 (0.0),0.5736578301257396 (0.3475507348844809),0.38166109449230134 (0.29281175089322703)
TRAIN028,0.04081632653061224 (0.199914947901746),0.7351301555730858 (0.39096650979627906),0.4612071581032811 (0.45216653105815185)
TRAIN029,0.35116132607265393 (0.39748796840730405),0.4324506752345027 (0.4862910000336439),0.5102040816326531 (0.5050762722761054)
TRAIN032,0.5915833253945623 (0.15079865268719542),0.5336084651703737 (0.38465139188828684),0.0 (0.0)
TRAIN041,0.04263087103561479 (0.17308907912155203),0.2653061224489796 (0.44607128559988557),0.3469387755102041 (0.48092880658867043)
TRAIN046,0.34853855672539497 (0.2585840000408134),0.1683291148166267 (0.35907541776045354),0.47993631501282963 (0.3642202428603885)
TRAIN049,0.125 (0.33201840381587433),0.7161329360533273 (0.4215936790914016),0.20617644541198388 (0.3415988254797429)
TRAIN050,0.4028091894269892 (0.4664457323756713),0.9296875 (0.2566775528590926),0.41673235175039736 (0.4311031422427157)
TRAIN051,0.2271898335966398 (0.35978033574133134),0.3798998744459823 (0.46386728762676727),0.1640625 (0.3717874202104902)
TRAIN056,0.6996993757784367 (0.3970641392993583),0.640625 (0.48361034754641913),0.109375 (0.3145764348029479)
