Slice,PSNR,SSIM,MSE
Spectralis_TEST026_001.tiff,24.488,0.398,0.0035577535163611174
Spectralis_TEST026_002.tiff,24.336,0.409,0.00368481338955462
Spectralis_TEST026_003.tiff,24.003,0.4,0.003978706896305084
Spectralis_TEST026_004.tiff,24.467,0.427,0.0035754775162786245
Spectralis_TEST026_005.tiff,24.633,0.422,0.003440957283601165
Spectralis_TEST026_006.tiff,24.245,0.405,0.0037624204996973276
Spectralis_TEST026_007.tiff,23.647,0.407,0.004318668972700834
Spectralis_TEST026_008.tiff,23.867,0.393,0.004105213563889265
Spectralis_TEST026_009.tiff,24.297,0.413,0.003717570099979639
Spectralis_TEST026_010.tiff,23.526,0.382,0.0044397315941751
Spectralis_TEST026_011.tiff,23.504,0.39,0.004462216980755329
Spectralis_TEST026_012.tiff,22.471,0.349,0.005661186296492815
Spectralis_TEST026_013.tiff,23.658,0.399,0.004307425115257502
Spectralis_TEST026_014.tiff,24.529,0.441,0.003524712985381484
Spectralis_TEST026_015.tiff,24.21,0.441,0.0037930691614747047
Spectralis_TEST026_016.tiff,24.612,0.417,0.0034577972255647182
Spectralis_TEST026_017.tiff,24.275,0.408,0.0037366775795817375
Spectralis_TEST026_018.tiff,24.524,0.428,0.003528434783220291
Spectralis_TEST026_019.tiff,24.744,0.434,0.0033539908472448587
Spectralis_TEST026_020.tiff,24.601,0.43,0.0034669404849410057
Spectralis_TEST026_021.tiff,23.469,0.417,0.004499036353081465
Spectralis_TEST026_022.tiff,24.314,0.419,0.003703023074194789
Spectralis_TEST026_023.tiff,23.801,0.412,0.004167676903307438
Spectralis_TEST026_024.tiff,23.117,0.398,0.00487874262034893
Spectralis_TEST026_025.tiff,24.213,0.412,0.0037905918434262276
Spectralis_TEST026_026.tiff,24.333,0.434,0.003687318880110979
Spectralis_TEST026_027.tiff,24.064,0.44,0.003922941628843546
Spectralis_TEST026_028.tiff,24.879,0.481,0.003251319983974099
Spectralis_TEST026_029.tiff,24.075,0.456,0.003912907559424639
Spectralis_TEST026_030.tiff,24.975,0.454,0.0031808640342205763
Spectralis_TEST026_031.tiff,24.622,0.466,0.003449643263593316
Spectralis_TEST026_032.tiff,24.125,0.45,0.00386848789639771
Spectralis_TEST026_033.tiff,24.336,0.435,0.0036848040763288736
Spectralis_TEST026_034.tiff,24.387,0.436,0.003641938790678978
Spectralis_TEST026_035.tiff,23.786,0.428,0.004181899130344391
Spectralis_TEST026_036.tiff,23.707,0.391,0.004258966073393822
Spectralis_TEST026_037.tiff,24.092,0.411,0.0038977053482085466
Spectralis_TEST026_038.tiff,23.58,0.402,0.004385770298540592
Spectralis_TEST026_039.tiff,23.888,0.406,0.00408537732437253
Spectralis_TEST026_040.tiff,23.806,0.411,0.004162714350968599
Spectralis_TEST026_041.tiff,23.909,0.39,0.0040650749579072
Spectralis_TEST026_042.tiff,23.455,0.367,0.0045135896652936935
Spectralis_TEST026_043.tiff,23.709,0.388,0.004257026128470898
Spectralis_TEST026_044.tiff,23.572,0.391,0.004393399693071842
Spectralis_TEST026_045.tiff,23.573,0.391,0.004392487462610006
Spectralis_TEST026_046.tiff,23.065,0.384,0.0049376157112419605
Spectralis_TEST026_047.tiff,21.881,0.359,0.00648464635014534
Spectralis_TEST028_001.tiff,25.346,0.537,0.002919976133853197
Spectralis_TEST028_002.tiff,25.486,0.546,0.002827332355082035
Spectralis_TEST028_003.tiff,24.719,0.546,0.003373704617843032
Spectralis_TEST028_004.tiff,25.276,0.533,0.0029674717225134373
Spectralis_TEST028_005.tiff,24.487,0.467,0.0035585290752351284
Spectralis_TEST028_006.tiff,23.434,0.478,0.0045349677093327045
Spectralis_TEST028_007.tiff,22.959,0.507,0.0050598024390637875
Spectralis_TEST028_008.tiff,23.843,0.495,0.004127683117985725
Spectralis_TEST028_009.tiff,24.531,0.5,0.003523112740367651
Spectralis_TEST028_010.tiff,25.12,0.519,0.00307616894133389
Spectralis_TEST028_011.tiff,24.892,0.493,0.003242140170186758
Spectralis_TEST028_012.tiff,24.537,0.494,0.0035179683472961187
Spectralis_TEST028_013.tiff,24.996,0.483,0.0031650003511458635
Spectralis_TEST028_014.tiff,24.872,0.489,0.0032565693836659193
Spectralis_TEST028_015.tiff,25.167,0.482,0.0030429093167185783
Spectralis_TEST028_016.tiff,25.371,0.495,0.0029036516789346933
Spectralis_TEST028_017.tiff,25.12,0.486,0.0030763023532927036
Spectralis_TEST028_018.tiff,24.361,0.464,0.003663315437734127
Spectralis_TEST028_019.tiff,25.147,0.49,0.003056880319491029
Spectralis_TEST028_020.tiff,25.245,0.512,0.0029891449958086014
Spectralis_TEST028_021.tiff,25.538,0.517,0.0027939730789512396
Spectralis_TEST028_022.tiff,24.985,0.522,0.003173008793964982
Spectralis_TEST028_023.tiff,25.288,0.517,0.0029594062361866236
Spectralis_TEST028_024.tiff,25.1,0.543,0.0030906053725630045
