Volume,dice_IRF,dice_SRF,dice_PED
TRAIN004,0.2508568844279727 (0.25334234360154045),0.5176780889350764 (0.266463317131299),0.30334644730613436 (0.24871759799873058)
TRAIN007,0.24002652370991806 (0.1612613483518846),nan (nan),nan (nan)
TRAIN018,0.028919752687215805 (0.025563257788991867),nan (nan),nan (nan)
TRAIN022,0.1675762597983943 (0.16020564792876074),nan (nan),nan (nan)
TRAIN024,nan (nan),nan (nan),0.015743851372650986 (0.052209369288175524)
TRAIN026,0.7389649997154871 (0.1317213483723048),nan (nan),nan (nan)
TRAIN034,0.45030654486148586 (0.2750824853434001),nan (nan),nan (nan)
TRAIN040,0.6185499473854348 (0.12448143921973145),0.6587831974029541 (0.14300625596385227),nan (nan)
TRAIN043,0.5524575644069247 (0.1718488709006933),0.7585403245687484 (0.17941297685011914),0.6299676270439074 (0.17692427094378207)
TRAIN044,0.669731892645359 (0.11261900740464814),0.7732649248507287 (0.211956181561135),0.5909369433367694 (0.10056705034372503)
TRAIN052,0.3814122739381024 (0.31269973943550666),0.2440386630881291 (0.2585395566518445),nan (nan)
TRAIN054,0.12859807412238106 (0.12669980542323395),0.5419408295835767 (0.06693103226186416),nan (nan)
TRAIN059,0.20029037801379507 (0.21659988896086046),0.4298768845697244 (0.19578232290469977),nan (nan)
TRAIN069,nan (nan),0.5528631657361984 (0.20271245395081594),0.44125964547522734 (0.17812753013933746)
