,0,1,2,3,4,5,6,7,8,9,10,11,12
0,Run113,0.232 (0.368),0.581 (0.181),0.143 (0.351),0.305 (0.390),0.574 (0.236),0.180 (0.385),0.361 (0.410),0.568 (0.195),0.272 (0.445),0.292 (0.392),0.574 (0.199),0.193 (0.395)
