Volume,dice_IRF,dice_SRF,dice_PED
TRAIN001,0.17073170731707318 (0.38094875143451024),0.8813559322033898 (0.3247482002983031),0.7578125 (0.4300905187640257)
TRAIN010,0.776595744680851 (0.418760467862074),0.9140625 (0.2813730045980521),0.90625 (0.2926259066792319)
TRAIN011,0.40425531914893614 (0.4933787163701949),0.3218390804597701 (0.4698899641990224),0.3490566037735849 (0.47893637772501235)
TRAIN013,0.22826086956521738 (0.4220114281449613),0.7936507936507936 (0.4079346152039785),0.8709677419354839 (0.3379723030529028)
TRAIN015,0.2734375 (0.4474748706268539),1.0 (0.0),0.7727272727272727 (0.4239151057857212)
TRAIN028,0.8367346938775511 (0.37343778907995523),1.0 (0.0),0.9473684210526315 (0.2262942859214143)
TRAIN029,0.9375 (0.24593468841898236),0.9069767441860465 (0.293902598732179),0.8979591836734694 (0.3058388709205983)
TRAIN032,nan (nan),0.6 (0.50709255283711),0.32653061224489793 (0.4738035414793428)
TRAIN041,0.9347826086956522 (0.24963741822833807),1.0 (0.0),0.8775510204081632 (0.331200660553418)
TRAIN046,1.0 (0.0),0.3695652173913043 (0.48802074874715057),0.8666666666666667 (0.3518657752744984)
TRAIN049,0.8359375 (0.37178742021049016),0.7981651376146789 (0.4032235046463517),0.6363636363636364 (0.4834937784152282)
TRAIN050,0.9120879120879121 (0.2847358092591816),0.84375 (0.3645188825671882),0.9523809523809523 (0.2142378986621611)
TRAIN051,0.569620253164557 (0.49829309426248186),0.9622641509433962 (0.1914619595133738),0.578125 (0.4957992831114807)
TRAIN056,1.0 (0.0),0.75 (0.4364357804719847),0.78125 (0.4166666666666667)
