Vendor,dice_IRF,dice_SRF,dice_PED
Cirrus,0.4754807949939277 (0.44967316717319267),0.7466983323276508 (0.3788655153411604),0.613072205761091 (0.45289064769666737)
Spectralis,0.6558572933001786 (0.4041522929331471),0.8459622227415746 (0.32470757011002227),0.7571318390418073 (0.3656008318069825)
Topcon,0.8557057971629547 (0.3014555888693747),0.8690252702217549 (0.2922561835846203),0.8348308037384413 (0.2779207521638368)
