Vendor,dice_IRF,dice_SRF,dice_PED
Cirrus,0.5423625840456225 (0.442571608976792),0.7762431119917892 (0.3523904205096871),0.6773506578843808 (0.4087372295221996)
Spectralis,0.8305385214941842 (0.24636531126943992),0.8255859461365914 (0.33919387743857204),0.8219583249270764 (0.347783892588237)
Topcon,0.8521011436823756 (0.28336342313275753),0.873375500086695 (0.3088403431607026),0.8559342770438109 (0.3019495714870576)
