Volume,dice_IRF,dice_SRF,dice_PED
TRAIN003,0.6232644526494874 (0.14095936375655727),nan (nan),nan (nan)
TRAIN005,nan (nan),0.6237897543744607 (0.22266652877181353),0.648186421369092 (0.1410099563803417)
TRAIN006,0.6224034928223666 (0.21645637081850322),nan (nan),nan (nan)
TRAIN009,0.4203882370446179 (0.22235132227600163),nan (nan),0.28255145384797026 (0.17150234902407588)
TRAIN020,0.17942181641083896 (0.12554055242026838),0.5664755807354532 (0.16142880776930357),0.45404108574515895 (0.21721833316602007)
TRAIN030,0.43000362141940157 (0.26960089767642453),0.7979055047035217 (0.10954412770458063),0.7014757178258151 (0.2060553913577667)
TRAIN036,0.5820092908714128 (0.20235096111096468),nan (nan),nan (nan)
TRAIN038,nan (nan),0.8025935828685761 (0.1661866553421168),0.5773844971801295 (0.18708681933420154)
TRAIN045,0.5392567329108715 (0.24204387587945247),nan (nan),0.28386971152101 (0.16367645453008914)
TRAIN047,0.5365491453558207 (0.19122616745367463),nan (nan),nan (nan)
TRAIN055,0.46216719038784504 (0.2678963185944193),nan (nan),0.6498038212979033 (0.19048227408293045)
TRAIN058,nan (nan),nan (nan),0.3903748124070904 (0.1796549984347329)
TRAIN061,0.5777894077945571 (0.18238156005026568),0.6858139772937722 (0.10713562984036962),0.48596234872179517 (0.16821009737555784)
TRAIN066,0.7433490259082693 (0.16729096624326564),nan (nan),nan (nan)
