Volume,dice_PED
TRAIN008,nan (nan)
TRAIN017,0.6082389840057918 (0.14311589496236402)
TRAIN019,nan (nan)
TRAIN021,nan (nan)
TRAIN023,0.5492571917447177 (0.16597517841761877)
TRAIN025,0.43992915466941634 (0.2079909352448367)
TRAIN031,0.7354336632415652 (0.20529516020602215)
TRAIN035,0.5927113203538789 (0.16944215566365015)
TRAIN037,nan (nan)
TRAIN053,0.662386343200156 (0.11816417168222482)
TRAIN057,0.5733539385998503 (0.11855906048592801)
TRAIN060,nan (nan)
TRAIN065,nan (nan)
TRAIN070,nan (nan)
