Volume,dice_IRF,dice_SRF,dice_PED
TRAIN003,0.7631358501676004 (0.3568103276577158),0.8046875 (0.3979988080146752),0.5 (0.5019646441105269)
TRAIN005,0.7109375 (0.45510825483839257),0.7361127806943841 (0.3478658763539731),0.6663339587394148 (0.3998602336135028)
TRAIN006,0.7079631073283963 (0.37136492891467543),0.640625 (0.48170260698360684),0.453125 (0.49975387643106267)
TRAIN009,0.7584222964942455 (0.34859359006601004),0.8671875 (0.3407054688956916),0.6824493331369013 (0.4403625573505129)
TRAIN020,0.3621728476427961 (0.3924376686034141),0.6818184813018888 (0.22247254505832817),0.1736541893624235 (0.2690464902489515)
TRAIN030,0.6298153555894993 (0.4259184598326202),0.857609366884037 (0.3102885552225557),0.7573133427269605 (0.31446344786472835)
TRAIN036,0.5961524982537542 (0.39141450659389343),1.0 (0.0),0.8979591836734694 (0.3058388709205983)
TRAIN038,0.5918367346938775 (0.4965869908241478),0.8635577194544733 (0.2100308295123065),0.7019913251302681 (0.307105445645839)
TRAIN045,0.6573357968306055 (0.4009586365190819),0.5714285714285714 (0.4999999999999999),0.5244327947801474 (0.4554751411755178)
TRAIN047,0.6845048039543385 (0.3432177076325309),0.9183673469387755 (0.27664166758624403),0.7959183673469388 (0.4072055089639778)
TRAIN055,0.5427803918719292 (0.49424044589959326),0.890625 (0.31333549728408955),0.5439296656113584 (0.40964989441136823)
TRAIN058,0.7265625 (0.44747487062685387),0.859375 (0.34900025945887525),0.6691504828704637 (0.4081454591981829)
TRAIN061,0.720655862998683 (0.34021621132943125),0.7558238606434315 (0.27628910061564405),0.7439758377149701 (0.30543862617303175)
TRAIN066,0.8194017433561385 (0.32242450178990034),0.9921875 (0.08838834764831843),0.953125 (0.21220162006698987)
