,0,1,2,3,4,5,6,7,8,9,10,11,12
0,Run105,0.560 (0.449),0.455 (0.287),0.600 (0.491),0.560 (0.428),0.580 (0.244),0.550 (0.499),0.768 (0.386),0.716 (0.210),0.779 (0.415),0.636 (0.435),0.555 (0.280),0.664 (0.473)
