Volume,dice_IRF,dice_SRF,dice_PED
TRAIN004,0.4111111111111111 (0.49479185146852434),1.0 (0.0),0.3142857142857143 (0.4710082159536055)
TRAIN007,0.7169811320754716 (0.4547762971026372),0.9375 (0.2430125883781254),0.90625 (0.29262590667923183)
TRAIN018,0.88 (0.32626923376749106),0.9609375 (0.19450497433065841),1.0 (0.0)
TRAIN022,0.41935483870967744 (0.501610310127101),0.8125 (0.39184602471712543),0.8125 (0.3918460247171255)
TRAIN024,0.8046875 (0.39799880801467546),0.6875 (0.4653336792785001),0.1717171717171717 (0.3790537100600475)
TRAIN026,0.7837837837837838 (0.4173417953838007),0.9183673469387755 (0.2766416675862441),0.8979591836734694 (0.3058388709205983)
TRAIN034,0.7222222222222222 (0.46088859896247675),0.8571428571428571 (0.35355339059327373),0.9591836734693877 (0.19991494790174602)
TRAIN040,0.6818181818181818 (0.4767312946227962),0.6341463414634146 (0.48765241519834635),0.5102040816326531 (0.5050762722761054)
TRAIN043,0.5806451612903226 (0.501610310127101),0.8333333333333334 (0.38069349381344053),0.9565217391304348 (0.20851441405707477)
TRAIN044,0.6190476190476191 (0.4976133515281192),0.0 (0.0),0.2727272727272727 (0.4558423058385518)
TRAIN052,0.71 (0.4560480215720686),0.6956521739130435 (0.4621443733460444),0.9140625 (0.2813730045980521)
TRAIN054,0.8888888888888888 (0.3160303087599849),0.9917355371900827 (0.09090909090909091),0.890625 (0.3133354972840895)
TRAIN059,0.8627450980392157 (0.3475403771153652),0.9292035398230089 (0.2576270199647723),0.8984375 (0.30325903664538445)
TRAIN069,0.9609375 (0.19450497433065844),0.8492063492063492 (0.35927616825969005),0.8805970149253731 (0.3267094000976502)
