Volume,dice_IRF,dice_SRF,dice_PED
TRAIN008,0.5574081435333937 (0.39918804554515097),0.8140299667138606 (0.37063839650870767),0.9375 (0.24301258837812542)
TRAIN017,0.27878660382702947 (0.38942279621424875),0.328125 (0.4713755210973134),0.661879163235426 (0.33195650889882705)
TRAIN019,0.6100328569300473 (0.4391054952552641),0.96875 (0.1746763035549529),0.9609375 (0.1945049743306584)
TRAIN021,0.7868510638363659 (0.30379435732676097),0.7914680592948571 (0.3849046981806245),0.9453125 (0.22826265262341353)
TRAIN023,0.828125 (0.37875417411488527),0.3359375 (0.47417302649467324),0.9030436922330409 (0.23202535913532726)
TRAIN025,0.41020178065008045 (0.37305096401304233),0.40816326530612246 (0.49658699082414787),0.6135911144772355 (0.31693823808539956)
TRAIN031,0.3877551020408163 (0.4922874554317937),0.6122448979591837 (0.4922874554317935),0.7139653794619502 (0.37969613048809037)
TRAIN035,0.40816326530612246 (0.4965869908241478),0.9214241054593301 (0.09336589059181218),0.41426905982044276 (0.3137382305964641)
TRAIN037,0.612391897458203 (0.154759636143528),0.6030842722678671 (0.4441357538011917),0.4489795918367347 (0.5025445456953674)
TRAIN053,0.44758637150516734 (0.3154796929619556),0.508839772130159 (0.3756777580558211),0.5412917267531157 (0.3099516856407718)
TRAIN057,0.421875 (0.49579928311148075),0.5399686579967238 (0.3833146392506343),0.6561247739009559 (0.2626063323326052)
TRAIN060,0.2153097607078962 (0.33882590299686444),0.34375 (0.4768251301309627),0.296875 (0.4586762019853619)
TRAIN065,0.8484346261247993 (0.27824140520648505),0.90625 (0.2926259066792318),0.9609375 (0.1945049743306584)
TRAIN070,0.5631958486628719 (0.4496147810288215),0.6640625 (0.47417302649467324),0.8828125 (0.3229074060986925)
