Vendor,dice_IRF,dice_SRF,dice_PED
Cirrus,0.5974719643748868 (0.2375796489589426),0.7848965290381953 (0.13965176765209603),0.5287716504901128 (0.2735612590006111)
Spectralis,0.6578035292171297 (0.1887225812077818),0.8081875971534795 (0.18461244385372907),0.6995901849534777 (0.25998193272776227)
Topcon,0.5574656737457334 (0.2760190123775631),0.687569578064651 (0.248543296672036),0.5695508781769504 (0.2275321782478036)
