Vendor,dice_IRF,dice_SRF,dice_PED
Cirrus,0.5344301461446708 (0.26215798918067845),0.6805731690766519 (0.15097013415420552),0.6335083654329468 (0.2762844481971239)
Spectralis,0.5858036890845089 (0.2569016233222366),0.8430842012166977 (0.09271755983126805),0.562766076441711 (0.2916568974197595)
Topcon,0.6906260452870475 (0.19610481366964086),0.5259165116777159 (0.24038636422777088),0.5658102759430486 (0.20981532105629816)
