Slice,PSNR,SSIM,MSE
Topcon_TRAIN061_001.tiff,23.717,0.349,0.004249216988682747
Topcon_TRAIN061_002.tiff,23.706,0.35,0.004260349087417126
Topcon_TRAIN061_003.tiff,23.806,0.358,0.004163224715739489
Topcon_TRAIN061_004.tiff,23.738,0.354,0.004228564910590649
Topcon_TRAIN061_005.tiff,23.584,0.354,0.004381428938359022
Topcon_TRAIN061_006.tiff,23.468,0.344,0.004500038921833038
Topcon_TRAIN061_007.tiff,23.731,0.358,0.004235530272126198
Topcon_TRAIN061_008.tiff,23.762,0.354,0.004205239471048117
Topcon_TRAIN061_009.tiff,23.689,0.349,0.004276810213923454
Topcon_TRAIN061_010.tiff,23.78,0.354,0.004188251215964556
Topcon_TRAIN061_011.tiff,23.686,0.357,0.004279529210180044
Topcon_TRAIN061_012.tiff,23.729,0.362,0.00423774728551507
Topcon_TRAIN061_013.tiff,23.748,0.364,0.004218480084091425
Topcon_TRAIN061_014.tiff,23.742,0.352,0.004224586300551891
Topcon_TRAIN061_015.tiff,23.599,0.343,0.004366401117295027
Topcon_TRAIN061_016.tiff,23.625,0.354,0.004340017680078745
Topcon_TRAIN061_017.tiff,23.43,0.353,0.004539011977612972
Topcon_TRAIN061_018.tiff,23.403,0.347,0.004568193573504686
Topcon_TRAIN061_019.tiff,23.555,0.344,0.004410941153764725
Topcon_TRAIN061_020.tiff,23.096,0.329,0.004901953507214785
Topcon_TRAIN061_021.tiff,23.571,0.344,0.004394333343952894
Topcon_TRAIN061_022.tiff,23.594,0.348,0.004371299874037504
Topcon_TRAIN061_023.tiff,23.629,0.353,0.004335963632911444
Topcon_TRAIN061_024.tiff,23.491,0.349,0.004476443864405155
Topcon_TRAIN061_025.tiff,23.399,0.368,0.004572442267090082
Topcon_TRAIN061_026.tiff,23.275,0.341,0.0047041866928339005
Topcon_TRAIN061_027.tiff,23.465,0.345,0.004503034986555576
Topcon_TRAIN061_028.tiff,23.637,0.344,0.004328088369220495
Topcon_TRAIN061_029.tiff,23.584,0.348,0.004381193313747644
Topcon_TRAIN061_030.tiff,23.248,0.336,0.00473418366163969
Topcon_TRAIN061_031.tiff,23.09,0.339,0.0049087489023804665
Topcon_TRAIN061_032.tiff,23.47,0.353,0.004497675225138664
Topcon_TRAIN061_033.tiff,23.561,0.348,0.00440489174798131
Topcon_TRAIN061_034.tiff,23.346,0.349,0.004627731628715992
Topcon_TRAIN061_035.tiff,23.416,0.354,0.0045544751919806
Topcon_TRAIN061_036.tiff,23.496,0.355,0.0044706896878778934
Topcon_TRAIN061_037.tiff,23.204,0.344,0.004781636409461498
Topcon_TRAIN061_038.tiff,23.457,0.347,0.004511621780693531
Topcon_TRAIN061_039.tiff,22.824,0.341,0.005219748243689537
Topcon_TRAIN061_040.tiff,23.209,0.38,0.004776435438543558
Topcon_TRAIN061_041.tiff,23.498,0.37,0.004469025880098343
Topcon_TRAIN061_042.tiff,23.342,0.363,0.004632165189832449
Topcon_TRAIN061_043.tiff,23.22,0.363,0.004764731507748365
Topcon_TRAIN061_044.tiff,23.021,0.353,0.00498823681846261
Topcon_TRAIN061_045.tiff,23.481,0.359,0.004486599937081337
Topcon_TRAIN061_046.tiff,23.378,0.353,0.004594205878674984
Topcon_TRAIN061_047.tiff,23.257,0.361,0.004723681136965752
Topcon_TRAIN061_048.tiff,23.012,0.337,0.0049982452765107155
Topcon_TRAIN061_049.tiff,23.202,0.354,0.004784400574862957
Topcon_TRAIN061_050.tiff,22.789,0.339,0.005261432379484177
Topcon_TRAIN061_051.tiff,22.58,0.34,0.005521266721189022
Topcon_TRAIN061_052.tiff,23.069,0.343,0.004932424984872341
Topcon_TRAIN061_053.tiff,22.755,0.329,0.005302282981574535
Topcon_TRAIN061_054.tiff,23.303,0.357,0.004674348048865795
Topcon_TRAIN061_055.tiff,23.094,0.35,0.00490439822897315
Topcon_TRAIN061_056.tiff,23.242,0.378,0.004740129224956036
Topcon_TRAIN061_057.tiff,23.203,0.36,0.004783325362950563
Topcon_TRAIN061_058.tiff,23.418,0.366,0.004552174359560013
Topcon_TRAIN061_059.tiff,23.389,0.369,0.004582687746733427
Topcon_TRAIN061_060.tiff,23.649,0.396,0.004316574893891811
Topcon_TRAIN061_061.tiff,23.271,0.373,0.0047090002335608006
Topcon_TRAIN061_062.tiff,23.131,0.409,0.004863440990447998
Topcon_TRAIN061_063.tiff,23.571,0.385,0.004394828341901302
Topcon_TRAIN061_064.tiff,23.407,0.371,0.0045636496506631374
Topcon_TRAIN061_065.tiff,23.361,0.368,0.004611679818481207
Topcon_TRAIN061_066.tiff,23.347,0.365,0.004626904614269733
Topcon_TRAIN061_067.tiff,23.592,0.391,0.004372974392026663
Topcon_TRAIN061_068.tiff,23.498,0.387,0.0044686938636004925
Topcon_TRAIN061_069.tiff,22.96,0.385,0.005058762151747942
Topcon_TRAIN061_070.tiff,23.31,0.368,0.004666653927415609
Topcon_TRAIN061_071.tiff,23.534,0.383,0.0044321902096271515
Topcon_TRAIN061_072.tiff,23.422,0.367,0.004547684453427792
Topcon_TRAIN061_073.tiff,22.894,0.376,0.005136017221957445
Topcon_TRAIN061_074.tiff,22.856,0.355,0.005181253422051668
Topcon_TRAIN061_075.tiff,23.077,0.363,0.004924014676362276
Topcon_TRAIN061_076.tiff,23.571,0.382,0.004394226241856813
Topcon_TRAIN061_077.tiff,23.409,0.375,0.004561471752822399
Topcon_TRAIN061_078.tiff,23.4,0.441,0.004571390803903341
Topcon_TRAIN061_079.tiff,23.234,0.368,0.0047492836602032185
Topcon_TRAIN061_080.tiff,22.939,0.357,0.005082520190626383
Topcon_TRAIN061_081.tiff,23.588,0.412,0.004377530422061682
Topcon_TRAIN061_082.tiff,23.329,0.36,0.004645942710340023
Topcon_TRAIN061_083.tiff,23.361,0.361,0.004612365737557411
Topcon_TRAIN061_084.tiff,22.94,0.348,0.005081432405859232
Topcon_TRAIN061_085.tiff,23.49,0.391,0.004476739093661308
Topcon_TRAIN061_086.tiff,23.012,0.361,0.004998608957976103
Topcon_TRAIN061_087.tiff,22.903,0.392,0.005124874413013458
Topcon_TRAIN061_088.tiff,23.551,0.388,0.004414752591401339
Topcon_TRAIN061_089.tiff,23.533,0.387,0.004433054011315107
Topcon_TRAIN061_090.tiff,23.529,0.379,0.004437169060111046
Topcon_TRAIN061_091.tiff,22.987,0.361,0.00502651184797287
Topcon_TRAIN061_092.tiff,23.616,0.384,0.0043489160016179085
Topcon_TRAIN061_093.tiff,23.51,0.372,0.004456456750631332
Topcon_TRAIN061_094.tiff,23.296,0.359,0.004682163707911968
Topcon_TRAIN061_095.tiff,23.522,0.372,0.004444618243724108
Topcon_TRAIN061_096.tiff,23.194,0.355,0.00479247746989131
Topcon_TRAIN061_097.tiff,23.393,0.363,0.004578260704874992
Topcon_TRAIN061_098.tiff,23.056,0.364,0.0049482230097055435
Topcon_TRAIN061_099.tiff,23.544,0.371,0.00442171934992075
Topcon_TRAIN061_100.tiff,23.569,0.379,0.004395976196974516
Topcon_TRAIN061_101.tiff,23.334,0.35,0.004640419501811266
Topcon_TRAIN061_102.tiff,23.258,0.351,0.0047225384041666985
Topcon_TRAIN061_103.tiff,23.193,0.346,0.004794329404830933
Topcon_TRAIN061_104.tiff,23.365,0.35,0.004607606213539839
Topcon_TRAIN061_105.tiff,23.528,0.353,0.004438376985490322
Topcon_TRAIN061_106.tiff,23.331,0.349,0.004644113127142191
Topcon_TRAIN061_107.tiff,23.573,0.399,0.004392209462821484
Topcon_TRAIN061_108.tiff,23.359,0.352,0.004614640958607197
Topcon_TRAIN061_109.tiff,22.982,0.335,0.005032355431467295
Topcon_TRAIN061_110.tiff,23.385,0.361,0.004586579278111458
Topcon_TRAIN061_111.tiff,23.212,0.359,0.004772597458213568
Topcon_TRAIN061_112.tiff,23.609,0.377,0.0043559144251048565
Topcon_TRAIN061_113.tiff,23.098,0.359,0.004900266882032156
Topcon_TRAIN061_114.tiff,23.644,0.369,0.0043214960023760796
Topcon_TRAIN061_115.tiff,23.554,0.365,0.00441200565546751
Topcon_TRAIN061_116.tiff,23.523,0.363,0.004443076904863119
Topcon_TRAIN061_117.tiff,23.536,0.357,0.0044301170855760574
Topcon_TRAIN061_118.tiff,23.208,0.351,0.004776959773153067
Topcon_TRAIN061_119.tiff,23.333,0.347,0.004642163403332233
Topcon_TRAIN061_120.tiff,23.49,0.35,0.004477180540561676
Topcon_TRAIN061_121.tiff,23.604,0.35,0.00436164066195488
Topcon_TRAIN061_122.tiff,23.611,0.353,0.004353747237473726
Topcon_TRAIN061_123.tiff,23.68,0.356,0.004285881295800209
Topcon_TRAIN061_124.tiff,23.502,0.341,0.004464657977223396
Topcon_TRAIN061_125.tiff,23.437,0.34,0.004532239865511656
Topcon_TRAIN061_126.tiff,23.629,0.348,0.004335968755185604
Topcon_TRAIN065_001.tiff,23.618,0.328,0.004346748813986778
Topcon_TRAIN065_002.tiff,23.491,0.331,0.004476264119148254
Topcon_TRAIN065_003.tiff,23.938,0.343,0.004038533661514521
Topcon_TRAIN065_004.tiff,23.801,0.335,0.004167549777776003
Topcon_TRAIN065_005.tiff,23.839,0.346,0.004131321795284748
Topcon_TRAIN065_006.tiff,23.444,0.319,0.004524633288383484
