Volume,dice_IRF,dice_SRF,dice_PED
D2S1,0.2631578947368421 (0.45241392835886407),0.47346682532837514 (0.471651289102522),0.5789473684210527 (0.5072572735017881)
D3S1,0.3684210526315789 (0.4955946277833521),0.7369399023683447 (0.36685586907234696),0.2643518057700835 (0.45171026301523604)
D4S1,0.08111824291317087 (0.1935917829367302),0.05263157894736842 (0.22941573387056177),0.0 (0.0)
D4S2,0.13350715605836166 (0.2844223047834912),0.1933889200812892 (0.32107333169666297),0.0 (0.0)
D5S2,0.0 (0.0),0.5567643956134194 (0.35143240981673984),0.0 (0.0)
D5S3,0.15789473684210525 (0.3746343246326776),0.6312059697351957 (0.27467034556454967),0.0 (0.0)
