,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21
0,Run076111114_final,0.038 (0.155),0.412 (0.274),0.009 (0.097),0.563 (0.407),0.468 (0.183),0.620 (0.489),0.001 (0.007),0.040 (0.041),0.000 (0.000),0.038 (0.155),0.412 (0.274),0.009 (0.097),0.563 (0.407),0.468 (0.183),0.620 (0.489),0.001 (0.007),0.040 (0.041),0.000 (0.000),0.078 (0.122),0.178 (0.127),0.000 (0.000)
