Volume,dice_IRF,dice_SRF,dice_PED
TRAIN003,0.5844404502875276 (0.2630740430257346),nan (nan),nan (nan)
TRAIN005,nan (nan),0.6840503283522346 (0.17107439085999843),0.8328420619590807 (0.1954797504357765)
TRAIN006,0.6447546899903054 (0.2786640471510981),nan (nan),nan (nan)
TRAIN009,0.42212474154862195 (0.24798997181765595),nan (nan),0.2677169255247073 (0.21734610327390338)
TRAIN020,0.4341181743015744 (0.2132581293496399),0.7647823914885521 (0.11851592847494881),0.42886558832731425 (0.27293347271510526)
TRAIN030,0.5121703377287639 (0.3310534383198018),0.8998828157782555 (0.13331653859110162),0.6547511303797364 (0.32235114932487446)
TRAIN036,0.657986237950947 (0.21776482255345836),nan (nan),nan (nan)
TRAIN038,nan (nan),0.834023922868073 (0.20597213568625494),0.6652904432831388 (0.22696423374250116)
TRAIN045,0.6131580393565329 (0.29299154302288),nan (nan),0.3008487889399895 (0.2090009176335859)
TRAIN047,0.6386226954249045 (0.19051268324159995),nan (nan),nan (nan)
TRAIN055,0.36389807518571615 (0.4041590450492561),nan (nan),0.706150368096367 (0.22404155057544498)
TRAIN058,nan (nan),nan (nan),0.6230900414726314 (0.1443249483451555)
TRAIN061,0.6077606903635105 (0.17816813483238286),0.6943262292914194 (0.169144076738961),0.5336450393927299 (0.17689977550329675)
TRAIN066,0.7733133513676492 (0.17510023659141116),nan (nan),nan (nan)
