Vendor,dice_IRF,dice_SRF,dice_PED
Cirrus,0.6030662891635408 (0.23492325837837047),0.7652330188149655 (0.16928115849044426),0.4640512738815444 (0.2795556583797848)
Spectralis,0.6452775302387419 (0.18918104993068668),0.7765568680407708 (0.19979304913260393),0.6007833861849374 (0.26857820743175537)
Topcon,0.5487543358014221 (0.2723139568120792),0.6886650623708237 (0.24874439330730297),0.5740205114834929 (0.2176296001908195)
