,0,1,2,3,4,5,6,7,8,9,10,11,12
0,Run068,0.599 (0.433),0.574 (0.217),0.608 (0.489),0.741 (0.407),0.843 (0.156),0.708 (0.456),0.820 (0.350),0.737 (0.121),0.834 (0.373),0.705 (0.412),0.666 (0.216),0.715 (0.451)
