,0,1,2,3,4,5,6,7,8,9,10,11,12
0,Iteration19,0.53 (0.04),0.60 (0.09),0.50 (0.06),0.63 (0.07),0.65 (0.04),0.62 (0.10),0.69 (0.10),0.59 (0.08),0.72 (0.11),0.61 (0.03),0.60 (0.03),0.60 (0.05)
