Volume,dice_IRF,dice_SRF,dice_PED
TRAIN001,0.4146341463414634 (0.4987789969564457),0.9830508474576272 (0.12963135419615376),0.6328125 (0.4839322811674227)
TRAIN010,0.7340425531914894 (0.44421083618813206),0.9140625 (0.2813730045980521),0.875 (0.3320184038158744)
TRAIN011,0.44680851063829785 (0.4998283850987719),0.28735632183908044 (0.4551525677511882),0.29245283018867924 (0.4570501927646454)
TRAIN013,0.41304347826086957 (0.49507850222322614),0.6031746031746031 (0.49316890189488927),0.7903225806451613 (0.41040151368212)
TRAIN015,0.25 (0.4347141336013311),1.0 (0.0),0.7272727272727273 (0.4505106334669667)
TRAIN028,0.7755102040816326 (0.4215697907053755),0.9142857142857143 (0.28402864099869046),0.7894736842105263 (0.4131549501122745)
TRAIN029,0.8125 (0.396557769456266),0.9069767441860465 (0.29390259873217905),1.0 (0.0)
TRAIN032,nan (nan),0.2 (0.4140393356054125),0.46938775510204084 (0.5042337758225565)
TRAIN041,0.5434782608695652 (0.5036101551853348),0.9183673469387755 (0.2766416675862441),0.9591836734693877 (0.19991494790174602)
TRAIN046,0.6923076923076923 (0.4803844614152614),0.6086956521739131 (0.49343516379516894),0.5333333333333333 (0.5163977794943222)
TRAIN049,0.984375 (0.12450690143095286),0.944954128440367 (0.22912322357199058),0.8383838383838383 (0.36997161245405186)
TRAIN050,0.967032967032967 (0.17953950048508052),0.9765625 (0.1518828677363284),0.9761904761904762 (0.1533709949008578)
TRAIN051,0.759493670886076 (0.4301219228883507),1.0 (0.0),0.8671875 (0.3407054688956916)
TRAIN056,1.0 (0.0),0.90625 (0.2937848256965015),0.671875 (0.47324236215002285)
