Volume,dice_IRF,dice_SRF,dice_PED
TRAIN004,0.23657581815496087 (0.3814087522505125),0.5281538483068289 (0.28841202450559517),0.22040015312086325 (0.2514709001059882)
TRAIN007,0.23439054123628011 (0.29714068971060653),0.140625 (0.3490002594588752),0.0703125 (0.2566775528590926)
TRAIN018,0.05536530670360662 (0.2281637658979078),0.09375 (0.29262590667923183),0.0078125 (0.08838834764831843)
TRAIN022,0.20511638437847068 (0.2778226202162941),0.0546875 (0.22826265262341355),0.0 (0.0)
TRAIN024,0.875 (0.3320184038158742),0.4765625 (0.50141286601435),0.03481696632661624 (0.17587457057752492)
TRAIN026,0.3850526529915479 (0.4443786665630655),0.7346938775510204 (0.4460712855998855),0.7551020408163265 (0.43448303787844433)
TRAIN034,0.3257041406266543 (0.33410610069796703),0.32653061224489793 (0.4738035414793429),0.42857142857142855 (0.5)
TRAIN040,0.4020581342736069 (0.34797955319202567),0.31163807304538027 (0.429542435674211),0.40816326530612246 (0.4965869908241478)
TRAIN043,0.2641680848841764 (0.3408432862425499),0.4890511860044635 (0.4192687067514257),0.41590118986003255 (0.37151654976059467)
TRAIN044,0.38270393865449087 (0.34535403931731895),0.7101412575159755 (0.2948597093037408),0.32561831571617905 (0.3060567298322412)
TRAIN052,0.2787464349239599 (0.41400534315334625),0.2825976767198881 (0.4379089586890071),0.046875 (0.21220162006698987)
TRAIN054,0.3194275532550819 (0.4361791120161713),0.5999498891178519 (0.47794239372134295),0.171875 (0.3787541741148854)
TRAIN059,0.3314246805239236 (0.3927964773797444),0.6910011974105146 (0.4364383611579859),0.171875 (0.3787541741148852)
TRAIN069,0.7109375 (0.45510825483839246),0.8680134869646281 (0.3345126760344718),0.21810029979678802 (0.26161835458809146)
