,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21
0,Run076111114_final,0.046 (0.178),0.403 (0.274),0.019 (0.137),0.498 (0.412),0.460 (0.178),0.521 (0.503),0.001 (0.008),0.054 (0.037),0.000 (0.000),0.046 (0.178),0.403 (0.274),0.019 (0.137),0.498 (0.412),0.460 (0.178),0.521 (0.503),0.001 (0.008),0.054 (0.037),0.000 (0.000),0.079 (0.123),0.180 (0.128),0.000 (0.000)
