Volume,dice_IRF,dice_SRF,dice_PED
TRAIN001,0.0975609756097561 (0.30040622902833486),0.9152542372881356 (0.27969064676509087),0.90625 (0.29262590667923194)
TRAIN010,0.5851063829787234 (0.4953455287595168),0.90625 (0.29262590667923183),0.765625 (0.42527202966171945)
TRAIN011,0.20212765957446807 (0.4037402346511727),0.3448275862068966 (0.47806748105205255),0.16981132075471697 (0.37725065844765787)
TRAIN013,0.2826086956521739 (0.4527349601029049),0.7142857142857143 (0.4553825555391873),0.7903225806451613 (0.41040151368212)
TRAIN015,0.0625 (0.24301258837812545),1.0 (0.0),0.6818181818181818 (0.4711552981879444)
TRAIN028,0.5102040816326531 (0.5050762722761054),0.9714285714285714 (0.1690308509457033),0.8947368421052632 (0.31101174777590485)
TRAIN029,0.84375 (0.36890203262847354),0.9302325581395349 (0.25776963111323353),0.9795918367346939 (0.14285714285714285)
TRAIN032,nan (nan),0.7333333333333333 (0.45773770821706344),0.3877551020408163 (0.4922874554317936)
TRAIN041,0.34782608695652173 (0.4815434123430768),0.9183673469387755 (0.2766416675862441),0.9183673469387755 (0.27664166758624403)
TRAIN046,0.3076923076923077 (0.4803844614152614),0.41304347826086957 (0.49782134039886416),0.5333333333333333 (0.5163977794943222)
TRAIN049,0.7109375 (0.45510825483839257),0.9357798165137615 (0.2462770706232735),0.797979797979798 (0.4035505172786638)
TRAIN050,0.8791208791208791 (0.3277927812629611),0.9453125 (0.22826265262341355),0.9642857142857143 (0.18669145807013002)
TRAIN051,0.4430379746835443 (0.4999188509286225),1.0 (0.0),0.7890625 (0.4095771537596913)
TRAIN056,0.7297297297297297 (0.45022516889074815),0.703125 (0.46049274850812955),0.640625 (0.48361034754641913)
