Vendor,dice_IRF,dice_SRF,dice_PED
Cirrus,0.5223929128958844 (0.4429492138230197),0.7843638437567279 (0.33681209769814247),0.7031945443945006 (0.40085641909970426)
Spectralis,0.8049879481597823 (0.27428290662686783),0.7651479635919843 (0.38975304448270554),0.86491288457598 (0.29547578476812075)
Topcon,0.8284815971606544 (0.31500641680445557),0.8792247913910874 (0.30229259618104304),0.8345126984973571 (0.32370066875629416)
