Volume,dice_IRF,dice_SRF,dice_PED
TRAIN004,0.5430325934210339 (0.12214133491061167),0.7693074429485979 (0.11502306570130341),0.6694080787160064 (0.18094466703082032)
TRAIN007,0.5876703494787217 (0.13925269743785518),nan (nan),nan (nan)
TRAIN018,0.8424692749977112 (0.07313009541070008),nan (nan),nan (nan)
TRAIN022,0.6545669636161057 (0.10982271650062016),nan (nan),nan (nan)
TRAIN024,nan (nan),nan (nan),0.4674112817336773 (0.15188689872704847)
TRAIN026,0.7193787296613058 (0.09424699021734359),nan (nan),nan (nan)
TRAIN034,0.6628082529191048 (0.20756486680182668),nan (nan),nan (nan)
TRAIN040,0.6839690396079311 (0.12062272969580383),0.6859999001026154 (0.17092215049706888),nan (nan)
TRAIN043,0.6439210606945885 (0.12632283353447435),0.768476065993309 (0.1854855288733524),0.7306932715269235 (0.14097674193143658)
TRAIN044,0.7573583573102951 (0.10179959461972353),0.8031763007243474 (0.18384607613826867),0.6314183230753299 (0.1121535999861748)
TRAIN052,0.5012737664261034 (0.24407622198625006),0.6135234855688535 (0.15634244145228743),nan (nan)
TRAIN054,0.6328391064154474 (0.10753598509852234),0.6876659308161054 (0.04558430705049768),nan (nan)
TRAIN059,0.5889109812386624 (0.1672549342502023),0.6766593635082245 (0.13382835114266015),nan (nan)
TRAIN069,nan (nan),0.23949579894542694 (0.33869820700000275),0.44530248214475443 (0.16719738019609345)
