Volume,dice_IRF,dice_SRF,dice_PED
TRAIN003,0.6182235293090343 (0.23021486034657554),nan (nan),nan (nan)
TRAIN005,nan (nan),0.6853271052241325 (0.18931229633233074),0.7805955450413591 (0.12563423751307107)
TRAIN006,0.6565484544810127 (0.2439743977157199),nan (nan),nan (nan)
TRAIN009,0.3632339619704195 (0.25151429240349127),nan (nan),0.4749826874051775 (0.12655806705991302)
TRAIN020,0.24838607134867688 (0.1633080562375678),0.6329282018645056 (0.16279348201132476),0.38590643035345956 (0.252621694142225)
TRAIN030,0.4791579607040866 (0.3228611935482413),0.9048780739307404 (0.0689483982271863),0.6635309052653611 (0.27691704291076524)
TRAIN036,0.6087023304856342 (0.1972599796253473),nan (nan),nan (nan)
TRAIN038,nan (nan),0.8056866344064474 (0.20021290155063223),0.6077792445818583 (0.21712837903960275)
TRAIN045,0.5469383746385574 (0.242684233721013),nan (nan),0.3174002800996487 (0.20705639449831478)
TRAIN047,0.5406820513308048 (0.22699606235379421),nan (nan),nan (nan)
TRAIN055,0.5578530579805374 (0.29877926526419013),nan (nan),0.6484315109349066 (0.18497353022965032)
TRAIN058,nan (nan),nan (nan),0.31656689547440586 (0.19606191226973416)
TRAIN061,0.605741883575354 (0.17536747128716007),0.7060755752537349 (0.12469183379157495),0.5152400625964343 (0.17151984739045156)
TRAIN066,0.7256225622013995 (0.17745500249681934),nan (nan),nan (nan)
