Vendor,dice_IRF,dice_SRF,dice_PED
Cirrus,0.25813544648590325 (0.3913419190230413),0.2042250957201759 (0.3826356992673885),0.15608711800946368 (0.3191197994382854)
Spectralis,0.25660862278345287 (0.3199412811932789),0.2986778387305688 (0.4191694333933427),0.3217896054432328 (0.4379083792886477)
Topcon,0.5826759763507913 (0.4628826775510194),0.0893727239402194 (0.25975755935745587),0.11196098738998574 (0.27173484068641784)
